confederation,slider_level,length_scale_years,year,mean,p5,p95
UEFA,0.8,6.64,1993,1667.4337594224849,1657.467519001191,1677.3999998437785
UEFA,0.8,6.64,1994,1661.7280301641588,1654.278886552478,1669.1771737758395
UEFA,0.8,6.64,1995,1657.4237804134823,1645.4142643273044,1669.4332964996602
UEFA,0.8,6.64,1996,1656.5380511136132,1642.7407636762491,1670.335338550977
UEFA,0.8,6.64,1997,1659.2384274771846,1648.2409234252189,1670.2359315291503
UEFA,0.8,6.64,1998,1663.7079686063105,1656.1912696033758,1671.2246676092452
UEFA,0.8,6.64,1999,1667.7715374918516,1660.9947639999643,1674.548310983739
UEFA,0.8,6.64,2000,1670.5390732482936,1663.5970483840888,1677.481098112498
UEFA,0.8,6.64,2001,1672.4706914607054,1665.6763219027164,1679.2650610186943
UEFA,0.8,6.64,2002,1674.3336064891287,1667.737514188694,1680.9296987895634
UEFA,0.8,6.64,2003,1676.5072993542872,1669.9533620657787,1683.0612366427958
UEFA,0.8,6.64,2004,1678.9913904657994,1672.3003610626658,1685.6824198689328
UEFA,0.8,6.64,2005,1681.5335204396883,1674.6169228673014,1688.450118012075
UEFA,0.8,6.64,2006,1683.7408883220783,1676.7868599564388,1690.6949166877178
UEFA,0.8,6.64,2007,1685.3861350741995,1678.720305609018,1692.051964539381
UEFA,0.8,6.64,2008,1686.6506018285525,1680.2799589414715,1693.0212447156334
UEFA,0.8,6.64,2009,1687.9527564306964,1681.6588179423502,1694.2466949190425
UEFA,0.8,6.64,2010,1689.5515159792321,1683.2905471252732,1695.8124848331913
UEFA,0.8,6.64,2011,1691.3089030059725,1685.0676768264557,1697.5501291854894
UEFA,0.8,6.64,2012,1692.773159446171,1686.4934496391072,1699.0528692532348
UEFA,0.8,6.64,2013,1693.5883702027404,1687.2595970185657,1699.9171433869149
UEFA,0.8,6.64,2014,1693.9606382467775,1687.2814256384881,1700.639850855067
UEFA,0.8,6.64,2015,1694.5988396560654,1687.5202304035827,1701.6774489085478
UEFA,0.8,6.64,2016,1695.979588523886,1689.1571119050825,1702.8020651426896
UEFA,0.8,6.64,2017,1697.7651442296954,1691.272933032773,1704.2573554266178
UEFA,0.8,6.64,2018,1699.2214225724615,1692.7193619338816,1705.7234832110416
UEFA,0.8,6.64,2019,1700.1406473897023,1693.4678385183595,1706.8134562610448
UEFA,0.8,6.64,2020,1700.9645736822563,1693.9092081018714,1708.0199392626412
UEFA,0.8,6.64,2021,1701.9412587783138,1694.2256873852689,1709.6568301713587
UEFA,0.8,6.64,2022,1702.577725064174,1693.0660349961647,1712.0894151321834
UEFA,0.8,6.64,2023,1702.1501352462574,1689.5021684456142,1714.7981020469003
UEFA,0.8,6.64,2024,1700.5052727298257,1683.9643491337065,1717.0461963259447
UEFA,0.8,6.64,2025,1698.17146453067,1677.8068382544825,1718.5360908068576
UEFA,0.8,6.64,2026,1695.8524105604474,1672.4227536022022,1719.2820675186929
UEFA,1.0,8.3,1992,1670.9132966821714,1655.318218249068,1686.5083751152752
UEFA,1.0,8.3,1993,1666.3908056189116,1657.432996186248,1675.348615051575
UEFA,1.0,8.3,1994,1661.8922998492146,1654.8080702623738,1668.9765294360552
UEFA,1.0,8.3,1995,1658.8156373302531,1648.0454095695675,1669.585865090939
UEFA,1.0,8.3,1996,1658.1753237996993,1645.6166552470286,1670.7339923523703
UEFA,1.0,8.3,1997,1660.0235768166183,1648.9121654214184,1671.1349882118184
UEFA,1.0,8.3,1998,1663.4581333194346,1655.2204517157022,1671.695814923167
UEFA,1.0,8.3,1999,1667.2261897558205,1660.8288358186305,1673.6235436930108
UEFA,1.0,8.3,2000,1670.4432796209553,1664.3310891891779,1676.5554700527325
UEFA,1.0,8.3,2001,1672.9112476300922,1666.66321499349,1679.1592802666946
UEFA,1.0,8.3,2002,1674.9299046809006,1668.6192968291232,1681.2405125326777
UEFA,1.0,8.3,2003,1676.8890092485851,1670.5991511212117,1683.1788673759584
UEFA,1.0,8.3,2004,1678.9723948679489,1672.6781269091803,1685.2666628267175
UEFA,1.0,8.3,2005,1681.108294510962,1674.7307139505212,1687.4858750714025
UEFA,1.0,8.3,2006,1683.110544383982,1676.7191618699505,1689.5019268980134
UEFA,1.0,8.3,2007,1684.8667823173948,1678.6369875482997,1691.09657708649
UEFA,1.0,8.3,2008,1686.4277110042672,1680.4068239893963,1692.448598019138
UEFA,1.0,8.3,2009,1687.9363244560368,1682.0481986495831,1693.8244502624902
UEFA,1.0,8.3,2010,1689.4712163594588,1683.6647063822352,1695.2777263366827
UEFA,1.0,8.3,2011,1690.9556554858175,1685.1902976855097,1696.7210132861253
UEFA,1.0,8.3,2012,1692.2278654583197,1686.4601586146218,1697.9955723020178
UEFA,1.0,8.3,2013,1693.2175829843013,1687.3804188979107,1699.054747070692
UEFA,1.0,8.3,2014,1694.0575796416924,1688.01099748035,1700.104161803035
UEFA,1.0,8.3,2015,1695.0008753763811,1688.7527267514683,1701.249024001294
UEFA,1.0,8.3,2016,1696.2079463979546,1689.9803265270896,1702.43556626882
UEFA,1.0,8.3,2017,1697.6194707969155,1691.5229594208097,1703.7159821730215
UEFA,1.0,8.3,2018,1699.0418083262218,1692.9657071881902,1705.1179094642534
UEFA,1.0,8.3,2019,1700.324162392656,1694.0719517598652,1706.5763730254469
UEFA,1.0,8.3,2020,1701.408473393479,1694.7791659194352,1708.0377808675225
UEFA,1.0,8.3,2021,1702.2179988923288,1694.8650681780805,1709.570929606577
UEFA,1.0,8.3,2022,1702.56899511825,1693.6933541803376,1711.4446360561626
UEFA,1.0,8.3,2023,1702.2524302035677,1690.835615520409,1713.6692448867266
UEFA,1.0,8.3,2024,1701.2088847337375,1686.561896144854,1715.855873322621
UEFA,1.0,8.3,2025,1699.6104599382986,1681.583863894442,1717.637055982155
UEFA,1.0,8.3,2026,1697.7774528510934,1676.6961907489037,1718.8587149532827
UEFA,1.5,12.45,1992,1668.0216501181874,1655.701060756431,1680.3422394799436
UEFA,1.5,12.45,1993,1665.2006690618653,1657.7302633813647,1672.671074742366
UEFA,1.5,12.45,1994,1662.8480420243825,1656.4609932076803,1669.2350908410845
UEFA,1.5,12.45,1995,1661.3931723636776,1652.9040503718795,1669.882294355476
UEFA,1.5,12.45,1996,1661.1094363390437,1650.9511499399753,1671.267722738112
UEFA,1.5,12.45,1997,1662.0423220012171,1651.7162638576926,1672.3683801447419
UEFA,1.5,12.45,1998,1664.0089413305122,1654.81033278734,1673.2075498736842
UEFA,1.5,12.45,1999,1666.6677508855842,1659.2032662057534,1674.132235565415
UEFA,1.5,12.45,2000,1669.6279844365774,1663.686246837982,1675.569722035173
UEFA,1.5,12.45,2001,1672.554744919045,1667.3314694968067,1677.7780203412835
UEFA,1.5,12.45,2002,1675.2337907201695,1669.9703455698163,1680.4972358705227
UEFA,1.5,12.45,2003,1677.5830498778262,1672.0027271782344,1683.163372577418
UEFA,1.5,12.45,2004,1679.6218398007647,1673.7877852728284,1685.4558943287009
UEFA,1.5,12.45,2005,1681.421790985478,1675.5005513045846,1687.3430306663715
UEFA,1.5,12.45,2006,1683.0622789368715,1677.2044871312335,1688.9200707425096
UEFA,1.5,12.45,2007,1684.6028968940172,1678.9021075028215,1690.3036862852132
UEFA,1.5,12.45,2008,1686.0744059078388,1680.5634407386428,1691.5853710770346
UEFA,1.5,12.45,2009,1687.4832148605283,1682.150617624755,1692.8158120963014
UEFA,1.5,12.45,2010,1688.8232111374703,1683.6359018883552,1694.0105203865853
UEFA,1.5,12.45,2011,1690.0898077779723,1685.005177785816,1695.1744377701286
UEFA,1.5,12.45,2012,1691.2917768674283,1686.2552813439509,1696.3282723909058
UEFA,1.5,12.45,2013,1692.456623046997,1687.4024438433337,1697.5108022506606
UEFA,1.5,12.45,2014,1693.6264976086466,1688.4976288745595,1698.7553663427339
UEFA,1.5,12.45,2015,1694.8449372453517,1689.6187259496826,1700.0711485410209
UEFA,1.5,12.45,2016,1696.1388657697732,1690.8260916875747,1701.4516398519715
UEFA,1.5,12.45,2017,1697.5028066035882,1692.1134403757549,1702.8921728314217
UEFA,1.5,12.45,2018,1698.891482600922,1693.3949486188187,1704.3880165830255
UEFA,1.5,12.45,2019,1700.223565885274,1694.5270742727917,1705.9200574977563
UEFA,1.5,12.45,2020,1701.3954555121336,1695.3228895731902,1707.4680214510772
UEFA,1.5,12.45,2021,1702.301371168767,1695.546483825849,1709.056258511685
UEFA,1.5,12.45,2022,1702.855009915845,1694.952711421569,1710.757308410121
UEFA,1.5,12.45,2023,1703.0078712849331,1693.4051469748347,1712.6105955950313
UEFA,1.5,12.45,2024,1702.7598321376693,1690.9623411180974,1714.557323157241
UEFA,1.5,12.45,2025,1702.1590692808302,1687.8481978719897,1716.4699406896707
UEFA,1.5,12.45,2026,1701.2912468964555,1684.3640774970493,1718.218416295862
UEFA,2.5,20.75,1992,1665.4919283008203,1657.5171773918607,1673.4666792097798
UEFA,2.5,20.75,1993,1664.7441347205577,1658.1911798664248,1671.2970895746907
UEFA,2.5,20.75,1994,1664.311471543575,1657.7359527942504,1670.8869902928996
UEFA,2.5,20.75,1995,1664.2635865674224,1656.8906518524946,1671.63652128235
UEFA,2.5,20.75,1996,1664.643699477838,1656.4901876142815,1672.7972113413948
UEFA,2.5,20.75,1997,1665.4635584358093,1656.9414663833943,1673.9856504882243
UEFA,2.5,20.75,1998,1666.7020759333923,1658.3325933026508,1675.071558564134
UEFA,2.5,20.75,1999,1668.3078887735012,1660.5619076022651,1676.0538699447372
UEFA,2.5,20.75,2000,1670.2054635830038,1663.4048225933366,1677.006104572671
UEFA,2.5,20.75,2001,1672.3038196688083,1666.5528566732437,1678.0547826643729
UEFA,2.5,20.75,2002,1674.506572200757,1669.6484791840855,1679.3646652174284
UEFA,2.5,20.75,2003,1676.7218735642505,1672.3622690339685,1681.0814780945323
UEFA,2.5,20.75,2004,1678.870955465282,1674.552344109866,1683.189566820698
UEFA,2.5,20.75,2005,1680.8943015216657,1676.3294841992752,1685.4591188440563
UEFA,2.5,20.75,2006,1682.7549252397225,1677.8847996431564,1687.625050836289
UEFA,2.5,20.75,2007,1684.4386944945436,1679.3437540455284,1689.5336349435588
UEFA,2.5,20.75,2008,1685.9520456323303,1680.7557487427114,1691.148342521949
UEFA,2.5,20.75,2009,1687.317711905204,1682.1254017289152,1692.510022081493
UEFA,2.5,20.75,2010,1688.569231810708,1683.440007775082,1693.6984558463344
UEFA,2.5,20.75,2011,1689.7450147810143,1684.6888547060064,1694.8011748560223
UEFA,2.5,20.75,2012,1690.8826571338077,1685.8744723318996,1695.8908419357158
UEFA,2.5,20.75,2013,1692.0140598609082,1687.0138618071217,1697.014257914695
UEFA,2.5,20.75,2014,1693.1617365323632,1688.1299669696714,1698.193506095055
UEFA,2.5,20.75,2015,1694.3365377093019,1689.2388714616477,1699.4342039569563
UEFA,2.5,20.75,2016,1695.5368688568203,1690.3399289653948,1700.733808748246
UEFA,2.5,20.75,2017,1696.749344305056,1691.412349620829,1702.086338989283
UEFA,2.5,20.75,2018,1697.9506999307641,1692.4170464027868,1703.4843534587412
UEFA,2.5,20.75,2019,1699.1106836737665,1693.300632231219,1704.920735116314
UEFA,2.5,20.75,2020,1700.1955620148287,1693.9997240253522,1706.3914000043053
UEFA,2.5,20.75,2021,1701.1718319683712,1694.4462929708566,1707.8973709658858
UEFA,2.5,20.75,2022,1702.009721960944,1694.5759051054754,1709.4435388164125
UEFA,2.5,20.75,2023,1702.6861068848762,1694.338654564878,1711.0335592048743
UEFA,2.5,20.75,2024,1703.186550578222,1693.7092612130657,1712.6638399433782
UEFA,2.5,20.75,2025,1703.5063119351132,1692.69213436935,1714.3204895008764
UEFA,2.5,20.75,2026,1703.6502902926609,1691.320026589971,1715.9805539953509
UEFA,5.0,41.49,1992,1665.851265609013,1656.2985232629874,1675.4040079550384
UEFA,5.0,41.49,1993,1666.4324012251054,1657.00539488528,1675.859407564931
UEFA,5.0,41.49,1994,1667.1113571593505,1657.8326007267442,1676.390113591957
UEFA,5.0,41.49,1995,1667.8883065440084,1658.8079023145249,1676.968710773492
UEFA,5.0,41.49,1996,1668.761766995207,1659.9499476586857,1677.5735863317284
UEFA,5.0,41.49,1997,1669.728593738603,1661.2680065714276,1678.1891809057781
UEFA,5.0,41.49,1998,1670.7840208699854,1662.7622141617012,1678.8058275782698
UEFA,5.0,41.49,1999,1671.9217497127643,1664.4239786655485,1679.41952075998
UEFA,5.0,41.49,2000,1673.1340812168582,1666.2362770608866,1680.03188537283
UEFA,5.0,41.49,2001,1674.4120874697148,1668.1735434042814,1680.6506315351485
UEFA,5.0,41.49,2002,1675.745815767809,1670.2007317802604,1681.2908997553577
UEFA,5.0,41.49,2003,1677.1245174181893,1672.2709463159035,1681.9780885204748
UEFA,5.0,41.49,2004,1678.536892574474,1674.3211591307825,1682.7526260181655
UEFA,5.0,41.49,2005,1679.9713420029464,1676.2678035827828,1683.6748804231102
UEFA,5.0,41.49,2006,1681.416216734832,1678.0126778629756,1684.8197556066887
UEFA,5.0,41.49,2007,1682.8600570726874,1679.4785940668132,1686.2415200785615
UEFA,5.0,41.49,2008,1684.2918133355693,1680.6599192514946,1687.9237074196442
UEFA,5.0,41.49,2009,1685.7010419781725,1681.619722720026,1689.7823612363193
UEFA,5.0,41.49,2010,1687.0780722134766,1682.4367439619355,1691.7194004650175
UEFA,5.0,41.49,2011,1688.4141399051402,1683.1713009467235,1693.656978863557
UEFA,5.0,41.49,2012,1689.7014871695703,1683.8616542160528,1695.5413201230876
UEFA,5.0,41.49,2013,1690.9334277369633,1684.5301121144012,1697.3367433595256
UEFA,5.0,41.49,2014,1692.1043795754495,1685.188577002521,1699.020182148378
UEFA,5.0,41.49,2015,1693.2098675094835,1685.84197455197,1700.577760466997
UEFA,5.0,41.49,2016,1694.246499510757,1686.4901508461783,1702.002848175336
UEFA,5.0,41.49,2017,1695.2119209784287,1687.1288789209289,1703.2949630359285
UEFA,5.0,41.49,2018,1696.1047516503677,1687.7503928638605,1704.4591104368749
UEFA,5.0,41.49,2019,1696.9245098153433,1688.3437131120902,1705.5053065185962
UEFA,5.0,41.49,2020,1697.6715282633404,1688.8949529118938,1706.448103614787
UEFA,5.0,41.49,2021,1698.3468659673827,1689.387768220685,1707.3059637140802
UEFA,5.0,41.49,2022,1698.9522188942942,1689.804095507321,1708.1003422812673
UEFA,5.0,41.49,2023,1699.4898326561884,1690.1252773859133,1708.8543879264635
UEFA,5.0,41.49,2024,1699.9624189999129,1690.3335742519419,1709.5912637478839
UEFA,5.0,41.49,2025,1700.3730774427784,1690.4139001847934,1710.3322547007635
UEFA,5.0,41.49,2026,1700.7252227445483,1690.3554589147755,1711.0949865743212
CONMEBOL,0.4,1.72,1992,1832.5602911468218,1792.144636955561,1872.9759453380827
CONMEBOL,0.4,1.72,1993,1781.8287472961188,1745.040213987786,1818.6172806044515
CONMEBOL,0.4,1.72,1994,1770.3682174874082,1738.2223441416406,1802.5140908331755
CONMEBOL,0.4,1.72,1995,1781.302972811521,1748.052084516418,1814.553861106624
CONMEBOL,0.4,1.72,1996,1788.809059983916,1755.5143547991413,1822.103765168691
CONMEBOL,0.4,1.72,1997,1816.7596563694533,1785.5332993916722,1847.9860133472346
CONMEBOL,0.4,1.72,1998,1846.2660435385144,1808.9246033492077,1883.6074837278209
CONMEBOL,0.4,1.72,1999,1836.3113080032062,1804.8993979194024,1867.7232180870099
CONMEBOL,0.4,1.72,2000,1811.1422503139556,1777.8320275263316,1844.4524731015797
CONMEBOL,0.4,1.72,2001,1804.1915588456152,1771.7551405827803,1836.62797710845
CONMEBOL,0.4,1.72,2002,1815.599214021312,1784.8701782699184,1846.328249772706
CONMEBOL,0.4,1.72,2003,1829.2780792260016,1798.435217889087,1860.120940562916
CONMEBOL,0.4,1.72,2004,1838.7802012077634,1808.247741207847,1869.3126612076796
CONMEBOL,0.4,1.72,2005,1847.8005828760265,1817.4303851108718,1878.1707806411812
CONMEBOL,0.4,1.72,2006,1853.3889103892855,1822.840562919506,1883.937257859065
CONMEBOL,0.4,1.72,2007,1854.0713885563473,1823.4340770497352,1884.7087000629595
CONMEBOL,0.4,1.72,2008,1862.0945817287127,1830.5324478910534,1893.656715566372
CONMEBOL,0.4,1.72,2009,1884.228650331731,1853.801479738378,1914.655820925084
CONMEBOL,0.4,1.72,2010,1903.6018172252743,1871.1940080161928,1936.0096264343556
CONMEBOL,0.4,1.72,2011,1907.303294362093,1876.8693056589102,1937.7372830652762
CONMEBOL,0.4,1.72,2012,1914.0848684652271,1882.5885860397643,1945.58115089069
CONMEBOL,0.4,1.72,2013,1932.2658471214972,1901.6551869847763,1962.8765072582182
CONMEBOL,0.4,1.72,2014,1950.2324364708397,1919.2603859497005,1981.2044869919791
CONMEBOL,0.4,1.72,2015,1960.1843057535832,1929.3064634189157,1991.062148088251
CONMEBOL,0.4,1.72,2016,1962.5220855398074,1931.5432394959269,1993.500931583688
CONMEBOL,0.4,1.72,2017,1959.2521972960055,1928.1088827195244,1990.3955118724868
CONMEBOL,0.4,1.72,2018,1946.7346696014383,1915.7897703616668,1977.6795688412099
CONMEBOL,0.4,1.72,2019,1930.1183869159515,1898.9050635648173,1961.3317102670858
CONMEBOL,0.4,1.72,2020,1925.993792620232,1894.017908739832,1957.9696765006322
CONMEBOL,0.4,1.72,2021,1938.2785059300322,1906.9428368759213,1969.614174984143
CONMEBOL,0.4,1.72,2022,1948.2221519697157,1908.646560961046,1987.7977429783855
CONMEBOL,0.4,1.72,2023,1937.1872224261049,1871.9531580238897,2002.4212868283198
CONMEBOL,0.4,1.72,2024,1913.918264356666,1822.9017936138407,2004.934735099491
CONMEBOL,0.4,1.72,2025,1894.9632902392684,1793.757458686348,1996.169121792189
CONMEBOL,0.4,1.72,2026,1883.8490268621456,1780.6785124293679,1987.0195412949236
CONMEBOL,0.6,2.58,1992,1820.402018906616,1782.2042537062248,1858.5997841070073
CONMEBOL,0.6,2.58,1993,1789.9938918102744,1761.228109106317,1818.7596745142316
CONMEBOL,0.6,2.58,1994,1775.523482353603,1744.0827157232907,1806.9642489839152
CONMEBOL,0.6,2.58,1995,1778.682444570349,1748.8654025268982,1808.4994866137995
CONMEBOL,0.6,2.58,1996,1794.073668577679,1767.596543710977,1820.5507934443813
CONMEBOL,0.6,2.58,1997,1815.075410509541,1786.9726122173388,1843.1782088017433
CONMEBOL,0.6,2.58,1998,1829.9911870338287,1797.3941013982578,1862.5882726693997
CONMEBOL,0.6,2.58,1999,1828.9711407538496,1800.81777311185,1857.1245083958493
CONMEBOL,0.6,2.58,2000,1817.7436803383318,1790.7233316348952,1844.7640290417685
CONMEBOL,0.6,2.58,2001,1811.288433750656,1781.0762925942297,1841.5005749070822
CONMEBOL,0.6,2.58,2002,1815.9116562990466,1788.573775349895,1843.2495372481983
CONMEBOL,0.6,2.58,2003,1826.5190252603757,1800.4669692485593,1852.5710812721923
CONMEBOL,0.6,2.58,2004,1836.8834792141395,1810.0162275186183,1863.7507309096604
CONMEBOL,0.6,2.58,2005,1844.747064732906,1818.2224948009862,1871.2716346648256
CONMEBOL,0.6,2.58,2006,1850.2920347384595,1824.4682364619919,1876.1158330149274
CONMEBOL,0.6,2.58,2007,1856.2931659096496,1829.8948906802723,1882.6914411390271
CONMEBOL,0.6,2.58,2008,1867.2053096325162,1840.9510212076661,1893.4595980573663
CONMEBOL,0.6,2.58,2009,1883.1167110125978,1857.2748935274597,1908.9585284977356
CONMEBOL,0.6,2.58,2010,1898.195566953994,1871.6903693501008,1924.7007645578876
CONMEBOL,0.6,2.58,2011,1909.1992542344872,1883.3900646241525,1935.0084438448218
CONMEBOL,0.6,2.58,2012,1920.1273586762911,1893.582030499993,1946.6726868525893
CONMEBOL,0.6,2.58,2013,1934.5803592573088,1908.2466109153793,1960.9141075992384
CONMEBOL,0.6,2.58,2014,1949.5424113154543,1923.4507893218279,1975.6340333090807
CONMEBOL,0.6,2.58,2015,1959.6555640758643,1932.9077840190819,1986.403344132647
CONMEBOL,0.6,2.58,2016,1962.4542570619833,1935.2723703336533,1989.6361437903136
CONMEBOL,0.6,2.58,2017,1957.787092441708,1931.1428075139222,1984.431377369494
CONMEBOL,0.6,2.58,2018,1947.2752879808368,1921.0353195027112,1973.5152564589623
CONMEBOL,0.6,2.58,2019,1936.6081438560477,1908.6527159148804,1964.563571797215
CONMEBOL,0.6,2.58,2020,1933.3056444160457,1905.2432233032005,1961.3680655288908
CONMEBOL,0.6,2.58,2021,1938.4955485638131,1910.8121186936378,1966.1789784339885
CONMEBOL,0.6,2.58,2022,1944.1502551713,1906.8506991205174,1981.4498112220822
CONMEBOL,0.6,2.58,2023,1941.491809934289,1886.5971861733467,1996.386433695231
CONMEBOL,0.6,2.58,2024,1929.6597748419806,1855.207000956299,2004.1125487276622
CONMEBOL,0.6,2.58,2025,1914.270488684548,1824.5175637945547,2004.0234135745409
CONMEBOL,0.6,2.58,2026,1900.6586427648217,1802.3574981592553,1998.959787370388
CONMEBOL,0.8,3.44,1992,1813.4271320062153,1777.4277274951546,1849.426536517276
CONMEBOL,0.8,3.44,1993,1792.494624280308,1765.794574589399,1819.194673971217
CONMEBOL,0.8,3.44,1994,1781.4336382809493,1750.794649908835,1812.0726266530633
CONMEBOL,0.8,3.44,1995,1783.3785469180318,1754.4640355166218,1812.2930583194416
CONMEBOL,0.8,3.44,1996,1795.5715647227264,1772.0921137062035,1819.0510157392491
CONMEBOL,0.8,3.44,1997,1810.706384588809,1784.6455614149045,1836.7672077627135
CONMEBOL,0.8,3.44,1998,1820.9624354605671,1791.508659102946,1850.4162118181882
CONMEBOL,0.8,3.44,1999,1822.815584448941,1796.9124458090123,1848.71872308887
CONMEBOL,0.8,3.44,2000,1819.1441618107783,1795.8861782857637,1842.4021453357927
CONMEBOL,0.8,3.44,2001,1816.3103726318147,1790.6876161713,1841.9331290923294
CONMEBOL,0.8,3.44,2002,1818.7146413947648,1793.4474200914756,1843.9818626980539
CONMEBOL,0.8,3.44,2003,1826.000923055319,1802.701667132093,1849.3001789785449
CONMEBOL,0.8,3.44,2004,1834.8538225763898,1811.4195614131072,1858.2880837396724
CONMEBOL,0.8,3.44,2005,1842.6706213928328,1819.1379341266638,1866.2033086590016
CONMEBOL,0.8,3.44,2006,1849.6006877727814,1826.5473740309517,1872.654001514611
CONMEBOL,0.8,3.44,2007,1857.7800853477572,1834.6665191637446,1880.8936515317698
CONMEBOL,0.8,3.44,2008,1868.9242862877438,1845.9221900137952,1891.9263825616924
CONMEBOL,0.8,3.44,2009,1882.587367361046,1859.6839490289456,1905.4907856931463
CONMEBOL,0.8,3.44,2010,1896.7933808712214,1873.7388208726088,1919.847940869834
CONMEBOL,0.8,3.44,2011,1910.2200093818208,1887.1672874749138,1933.272731288728
CONMEBOL,0.8,3.44,2012,1923.2002620527687,1899.943284498509,1946.4572396070287
CONMEBOL,0.8,3.44,2013,1936.3408102808198,1913.1404878267463,1959.5411327348934
CONMEBOL,0.8,3.44,2014,1948.6506380410517,1925.3305649020378,1971.9707111800658
CONMEBOL,0.8,3.44,2015,1957.4829144630676,1932.9844847117683,1981.9813442143666
CONMEBOL,0.8,3.44,2016,1960.2900115427497,1935.3796515187603,1985.200371566739
CONMEBOL,0.8,3.44,2017,1956.602051934688,1932.9829718940366,1980.2211319753392
CONMEBOL,0.8,3.44,2018,1948.8762719716128,1925.2573027889687,1972.495241154257
CONMEBOL,0.8,3.44,2019,1941.508843455518,1916.0381162155284,1966.9795706955074
CONMEBOL,0.8,3.44,2020,1938.15831383126,1912.8129701914559,1963.5036574710641
CONMEBOL,0.8,3.44,2021,1939.1117062511335,1913.2412189410547,1964.9821935612124
CONMEBOL,0.8,3.44,2022,1941.1078555002234,1906.3563395476601,1975.8593714527865
CONMEBOL,0.8,3.44,2023,1940.0102962077115,1890.4871715752934,1989.5334208401293
CONMEBOL,0.8,3.44,2024,1933.8666659360335,1868.9984454864323,1998.7348863856346
CONMEBOL,0.8,3.44,2025,1923.7439147561608,1845.5007342892131,2001.9870952231086
CONMEBOL,0.8,3.44,2026,1912.2726800092007,1823.8776807371776,2000.667679281224
CONMEBOL,1.0,4.29,1992,1808.2085164356222,1775.325199580098,1841.0918332911465
CONMEBOL,1.0,4.29,1993,1794.0465787286241,1768.392814561501,1819.700342895747
CONMEBOL,1.0,4.29,1994,1787.0599486441604,1759.5303346128471,1814.5895626754736
CONMEBOL,1.0,4.29,1995,1788.5318056904184,1762.7300625107853,1814.3335488700516
CONMEBOL,1.0,4.29,1996,1796.4926430768617,1774.8473889128686,1818.137897240855
CONMEBOL,1.0,4.29,1997,1806.6392015883873,1784.015322109442,1829.263081067333
CONMEBOL,1.0,4.29,1998,1814.6344052619208,1789.395580873668,1839.8732296501735
CONMEBOL,1.0,4.29,1999,1818.3881887494188,1794.3718375115434,1842.4045399872944
CONMEBOL,1.0,4.29,2000,1818.839296109289,1797.2297203812213,1840.4488718373566
CONMEBOL,1.0,4.29,2001,1818.8009748583975,1797.1247490691794,1840.4772006476155
CONMEBOL,1.0,4.29,2002,1820.8549345010344,1798.7115588566553,1842.9983101454136
CONMEBOL,1.0,4.29,2003,1825.8890208722726,1804.3472226049744,1847.4308191395708
CONMEBOL,1.0,4.29,2004,1833.165649326553,1812.0698095705302,1854.2614890825757
CONMEBOL,1.0,4.29,2005,1841.4891773212942,1820.4065447401622,1862.5718099024261
CONMEBOL,1.0,4.29,2006,1850.299641485889,1829.267824117829,1871.331458853949
CONMEBOL,1.0,4.29,2007,1859.870220933247,1838.8822746365481,1880.858167229946
CONMEBOL,1.0,4.29,2008,1870.723196466981,1849.7371795845759,1891.7092133493866
CONMEBOL,1.0,4.29,2009,1882.9999717776961,1861.9698190498523,1904.0301245055402
CONMEBOL,1.0,4.29,2010,1896.3460026518471,1875.259061656695,1917.432943646999
CONMEBOL,1.0,4.29,2011,1910.2061201441538,1889.1699649486648,1931.2422753396427
CONMEBOL,1.0,4.29,2012,1924.0110056342778,1903.0226514117912,1944.9993598567642
CONMEBOL,1.0,4.29,2013,1936.98451291321,1915.7433588781817,1958.225666948238
CONMEBOL,1.0,4.29,2014,1947.8742536619175,1925.8646829429993,1969.8838243808357
CONMEBOL,1.0,4.29,2015,1955.1249397732786,1932.3642009497223,1977.8856785968349
CONMEBOL,1.0,4.29,2016,1957.6236965174226,1935.221234941728,1980.0261580931174
CONMEBOL,1.0,4.29,2017,1955.5453977656766,1934.1991944098684,1976.8916011214847
CONMEBOL,1.0,4.29,2018,1950.5908497541989,1928.924644700529,1972.2570548078688
CONMEBOL,1.0,4.29,2019,1945.2714933403988,1922.2191034726575,1968.3238832081402
CONMEBOL,1.0,4.29,2020,1941.5961968803133,1918.1901531639296,1965.0022405966972
CONMEBOL,1.0,4.29,2021,1940.0170405278375,1915.2091289375937,1964.8249521180812
CONMEBOL,1.0,4.29,2022,1939.3534801520302,1907.1466570624561,1971.5603032416043
CONMEBOL,1.0,4.29,2023,1937.7020082861777,1893.0229295711342,1982.3810870012212
CONMEBOL,1.0,4.29,2024,1933.6389882056687,1875.4598835362422,1991.8180928750953
CONMEBOL,1.0,4.29,2025,1926.9202026428134,1856.6128050490213,1997.2276002366054
CONMEBOL,1.0,4.29,2026,1918.380190943668,1838.2000168029638,1998.5603650843723
CONMEBOL,1.5,6.44,1992,1802.4510083145242,1774.5041711592955,1830.3978454697526
CONMEBOL,1.5,6.44,1993,1797.2446970917367,1773.7318916465276,1820.7575025369456
CONMEBOL,1.5,6.44,1994,1794.795892082777,1773.2418121246296,1816.3499720409247
CONMEBOL,1.5,6.44,1995,1795.0965050687896,1775.0948280819105,1815.0981820556688
CONMEBOL,1.5,6.44,1996,1797.6525239189718,1779.0502514901145,1816.2547963478294
