confederation,slider_level,length_scale_years,year,mean,p5,p95
CAF,1.5,12.21,2009,1531.1034082085628,1524.8939701825502,1537.3128462345753
CAF,1.5,12.21,2010,1530.6730751790546,1524.4115262024536,1536.934624155656
CAF,1.5,12.21,2011,1530.191411646458,1523.8814775243268,1536.501345768589
CAF,1.5,12.21,2012,1529.6674683510382,1523.2863539556927,1536.0485827463838
CAF,1.5,12.21,2013,1529.1184642174503,1522.6198655729186,1535.617062861982
CAF,1.5,12.21,2014,1528.571058290408,1521.8968060855518,1535.2453104952642
CAF,1.5,12.21,2015,1528.0589247658227,1521.1553443624532,1534.9625051691921
CAF,1.5,12.21,2016,1527.6150609120266,1520.4474157765578,1534.7827060474954
CAF,1.5,12.21,2017,1527.2638183433367,1519.8191362256716,1534.708500461002
CAF,1.5,12.21,2018,1527.0179596111248,1519.2921607808812,1534.7437584413683
CAF,1.5,12.21,2019,1526.8790486378139,1518.8558437346278,1534.902253541
CAF,1.5,12.21,2020,1526.8372109504444,1518.4734068610478,1535.201015039841
CAF,1.5,12.21,2021,1526.8713776974805,1518.0998073300514,1535.6429480649094
CAF,1.5,12.21,2022,1526.9534573144042,1517.7019331633483,1536.2049814654602
CAF,1.5,12.21,2023,1527.0557154030637,1517.2685581114524,1536.842872694675
CAF,1.5,12.21,2024,1527.1570336288162,1516.806410419169,1537.5076568384634
CAF,1.5,12.21,2025,1527.2451548875006,1516.3301609807882,1538.1601487942132
CAF,1.5,12.21,2026,1527.3154438233073,1515.8545365619555,1538.7763510846592
CAF,2.5,20.35,1992,1535.8032911457506,1527.4800238314451,1544.1265584600558
CAF,2.5,20.35,1993,1535.5814125732036,1527.6477459801995,1543.5150791662077
CAF,2.5,20.35,1994,1535.3157217337641,1527.7475679475046,1542.8838755200236
CAF,2.5,20.35,1995,1535.0124668286733,1527.7792850934645,1542.245648563882
CAF,2.5,20.35,1996,1534.6819266689783,1527.74881983664,1541.6150335013167
CAF,2.5,20.35,1997,1534.3370362979524,1527.669008101426,1541.005064494479
CAF,2.5,20.35,1998,1533.991359651539,1527.558574966456,1540.424144336622
CAF,2.5,20.35,1999,1533.6568570720392,1527.4380840580347,1539.8756300860439
CAF,2.5,20.35,2000,1533.3419521238563,1527.3236408012249,1539.3602634464878
CAF,2.5,20.35,2001,1533.0503254102623,1527.2212197265028,1538.8794310940218
CAF,2.5,20.35,2002,1532.7806810529073,1527.1247039912641,1538.4366581145507
CAF,2.5,20.35,2003,1532.5274882952676,1527.0188006780525,1538.036175912483
CAF,2.5,20.35,2004,1532.2824551947979,1526.8852954327288,1537.6796149568668
CAF,2.5,20.35,2005,1532.0363174572033,1526.7093803325488,1537.3632545818577
CAF,2.5,20.35,2006,1531.7804912766676,1526.483142178974,1537.0778403743614
CAF,2.5,20.35,2007,1531.5082649093101,1526.205398739882,1536.811131078738
CAF,2.5,20.35,2008,1531.2154320709467,1525.879192883127,1536.5516712587666
CAF,2.5,20.35,2009,1530.900485337469,1525.50894567129,1536.292025003648
CAF,2.5,20.35,2010,1530.5645834395957,1525.098659107944,1536.0305077712471
CAF,2.5,20.35,2011,1530.2114535903515,1524.6516136291123,1535.7712935515908
CAF,2.5,20.35,2012,1529.847250219798,1524.1713005802878,1535.5231998593083
CAF,2.5,20.35,2013,1529.480268614608,1523.6629098857504,1535.2976273434654
CAF,2.5,20.35,2014,1529.1203835205563,1523.1344871899719,1535.1062798511407
CAF,2.5,20.35,2015,1528.7781594151359,1522.596940770344,1534.9593780599275
CAF,2.5,20.35,2016,1528.4637111890004,1522.0625460791887,1534.864876298812
CAF,2.5,20.35,2017,1528.185509911035,1521.5423863702895,1534.8286334517807
CAF,2.5,20.35,2018,1527.949376110205,1521.0438443675425,1534.8549078528677
CAF,2.5,20.35,2019,1527.7578700527224,1520.5693269988128,1534.946413106632
CAF,2.5,20.35,2020,1527.610195397809,1520.116765498609,1535.103625297009
CAF,2.5,20.35,2021,1527.5026132430826,1519.6814899839558,1535.3237365022096
CAF,2.5,20.35,2022,1527.4292503834572,1519.2584384576655,1535.6000623092486
CAF,2.5,20.35,2023,1527.3831060909622,1518.8437068052867,1535.9225053766377
CAF,2.5,20.35,2024,1527.3570369594677,1518.4350524429199,1536.2790214760155
CAF,2.5,20.35,2025,1527.3445365522841,1518.0316159737229,1536.6574571308456
CAF,2.5,20.35,2026,1527.3402108622358,1517.633386583097,1537.0470351413746
CAF,5.0,40.7,1992,1534.1331213743595,1527.2881903600762,1540.9780523886425
CAF,5.0,40.7,1993,1534.004303471376,1527.3738671201857,1540.6347398225662
CAF,5.0,40.7,1994,1533.8645235657348,1527.4437235407952,1540.2853235906744
CAF,5.0,40.7,1995,1533.714214125372,1527.496964425809,1539.9314638249355
CAF,5.0,40.7,1996,1533.553987269463,1527.53280183281,1539.5751727061163
CAF,5.0,40.7,1997,1533.3845978056418,1527.5504314461125,1539.218764165171
CAF,5.0,40.7,1998,1533.206900008888,1527.5490105572721,1538.8647894605037
CAF,5.0,40.7,1999,1533.0218032773414,1527.5276419244008,1538.515964630282
CAF,5.0,40.7,2000,1532.8302319694606,1527.4853713667053,1538.1750925722158
CAF,5.0,40.7,2001,1532.6330941396366,1527.4212092173718,1537.844979061901
CAF,5.0,40.7,2002,1532.4312626135927,1527.334184362689,1537.5283408644966
CAF,5.0,40.7,2003,1532.2255700612116,1527.2234333622278,1537.2277067601951
CAF,5.0,40.7,2004,1532.0168176955992,1527.0883171475461,1536.9453182436523
CAF,5.0,40.7,2005,1531.805795253532,1526.9285474684443,1536.6830430386196
CAF,5.0,40.7,2006,1531.5933082816941,1526.744299115772,1536.442317447616
CAF,5.0,40.7,2007,1531.380207695074,1526.5362852850044,1536.2241301051438
CAF,5.0,40.7,2008,1531.1674162269258,1526.3057821873697,1536.0290502664818
CAF,5.0,40.7,2009,1530.955946784737,1526.0546013833055,1535.8572921861687
CAF,5.0,40.7,2010,1530.7469087889801,1525.7850188385266,1535.7087987394336
CAF,5.0,40.7,2011,1530.5415001381878,1525.4996744581392,1535.5833258182363
CAF,5.0,40.7,2012,1530.3409842926692,1525.2014545928541,1535.4805139924842
CAF,5.0,40.7,2013,1530.1466538517534,1524.893365763292,1535.3999419402148
CAF,5.0,40.7,2014,1529.9597836760179,1524.5784045199678,1535.341162832068
CAF,5.0,40.7,2015,1529.7815778750223,1524.2594282277914,1535.3037275222532
CAF,5.0,40.7,2016,1529.6131157023142,1523.9390342589152,1535.2871971457134
CAF,5.0,40.7,2017,1529.455301507757,1523.619458274279,1535.2911447412353
CAF,5.0,40.7,2018,1529.3088234067934,1523.302503328203,1535.3151434853837
CAF,5.0,40.7,2019,1529.1741243250963,1522.9895089379324,1535.3587397122599
CAF,5.0,40.7,2020,1529.0513877124579,1522.6813632909825,1535.4214121339332
CAF,5.0,40.7,2021,1528.940538676476,1522.378554187013,1535.5025231659392
CAF,5.0,40.7,2022,1528.8412597607798,1522.081247537336,1535.6012719842236
CAF,5.0,40.7,2023,1528.7530192648906,1521.7893783298678,1535.7166601999136
CAF,5.0,40.7,2024,1528.6751090148387,1521.502738877005,1535.8474791526721
CAF,5.0,40.7,2025,1528.6066879309165,1521.2210525351397,1535.9923233266934
CAF,5.0,40.7,2026,1528.5468276235536,1520.9440265091166,1536.1496287379905
CONCACAF,0.4,4.81,1992,1554.9966867865069,1523.8347650284852,1586.1586085445285
CONCACAF,0.4,4.81,1993,1554.7613876526907,1525.618677009746,1583.9040982956353
CONCACAF,0.4,4.81,1994,1554.8545056956464,1527.37348985521,1582.3355215360828
CONCACAF,0.4,4.81,1995,1555.2533241911296,1529.1396672680569,1581.3669811142022
CONCACAF,0.4,4.81,1996,1556.0452566063268,1531.0472534947874,1581.0432597178662
CONCACAF,0.4,4.81,1997,1557.3524172541645,1533.2779261063156,1581.4269084020132
CONCACAF,0.4,4.81,1998,1559.2325526423058,1535.9750057979775,1582.4900994866339
CONCACAF,0.4,4.81,1999,1561.6537995597455,1539.1242413084917,1584.1833578109995
CONCACAF,0.4,4.81,2000,1564.4912856851743,1542.4930127023658,1586.489558667983
CONCACAF,0.4,4.81,2001,1567.5393835918696,1545.7016148045072,1589.3771523792318
CONCACAF,0.4,4.81,2002,1570.5456613248125,1548.4131162063404,1592.6782064432844
CONCACAF,0.4,4.81,2003,1573.2433590103346,1550.4813860817133,1596.0053319389558
CONCACAF,0.4,4.81,2004,1575.3929275193982,1551.9491924248057,1598.836662613991
CONCACAF,0.4,4.81,2005,1576.814222943246,1552.9165777153523,1600.7118681711397
CONCACAF,0.4,4.81,2006,1577.4255005837174,1553.4084915620722,1601.4425096053628
CONCACAF,0.4,4.81,2007,1577.3148640605411,1553.3923220646775,1601.237406056405
CONCACAF,0.4,4.81,2008,1576.7009057562457,1552.9251818666467,1600.476629645845
CONCACAF,0.4,4.81,2009,1575.7960872605072,1552.180044394279,1599.4121301267353
CONCACAF,0.4,4.81,2010,1574.8009256781336,1551.415002401663,1598.1868489546039
CONCACAF,0.4,4.81,2011,1573.920092009069,1550.8923807084534,1596.9478033096846
CONCACAF,0.4,4.81,2012,1573.139313942707,1550.4457668183215,1595.8328610670924
CONCACAF,0.4,4.81,2013,1572.1398564459016,1549.6262841871567,1594.6534287046466
CONCACAF,0.4,4.81,2014,1570.699418711637,1548.363430866002,1593.035406557272
CONCACAF,0.4,4.81,2015,1568.9800502147948,1546.7173735509898,1591.2427268785998
CONCACAF,0.4,4.81,2016,1567.2980808653706,1544.792994123547,1589.8031676071942
CONCACAF,0.4,4.81,2017,1565.9601106519128,1542.976291881326,1588.9439294224994
CONCACAF,0.4,4.81,2018,1565.358463001483,1542.080452221706,1588.6364737812598
CONCACAF,0.4,4.81,2019,1565.699834157912,1542.358211216373,1589.0414570994508
CONCACAF,0.4,4.81,2020,1566.545997205647,1542.4996090365087,1590.5923853747852
CONCACAF,0.4,4.81,2021,1567.1441811528894,1541.658973813483,1592.6293884922957
CONCACAF,0.4,4.81,2022,1567.2158273554603,1539.972409573456,1594.4592451374647
CONCACAF,0.4,4.81,2023,1567.0217576384346,1537.6859013619085,1596.3576139149607
CONCACAF,0.4,4.81,2024,1566.8549764303991,1535.282770489173,1598.4271823716251
CONCACAF,0.4,4.81,2025,1566.7941180497467,1533.0769559696105,1600.511280129883
CONCACAF,0.4,4.81,2026,1566.7965842479784,1531.08754189392,1602.505626602037
CONCACAF,0.6,7.22,1992,1555.6483116384431,1527.4404499361192,1583.8561733407673
CONCACAF,0.6,7.22,1993,1555.7761845230773,1529.283747725015,1582.2686213211398
CONCACAF,0.6,7.22,1994,1556.1436949657195,1531.0844758518354,1581.2029140796037
CONCACAF,0.6,7.22,1995,1556.7809003966029,1532.877998297588,1580.683802495618
CONCACAF,0.6,7.22,1996,1557.722462211525,1534.7674778579556,1580.6774465650944
CONCACAF,0.6,7.22,1997,1559.0008877204648,1536.8785122294926,1581.1232632114368
CONCACAF,0.6,7.22,1998,1560.6277435569762,1539.2891755450369,1581.9663115689152
CONCACAF,0.6,7.22,1999,1562.5740433763128,1541.9533572892833,1583.1947294633424
CONCACAF,0.6,7.22,2000,1564.7597835056388,1544.6702962990364,1584.8492707122412
CONCACAF,0.6,7.22,2001,1567.0568140410683,1547.1546206953415,1586.959007386795
CONCACAF,0.6,7.22,2002,1569.304383039375,1549.1882676106277,1589.420498468122
CONCACAF,0.6,7.22,2003,1571.3339295781755,1550.7324238788628,1591.935435277488
CONCACAF,0.6,7.22,2004,1572.99840532877,1551.8941939160086,1594.1026167415314
CONCACAF,0.6,7.22,2005,1574.2004208849871,1552.7972347914147,1595.6036069785596
CONCACAF,0.6,7.22,2006,1574.9119997187352,1553.4830574998539,1596.3409419376164
CONCACAF,0.6,7.22,2007,1575.1776397617036,1553.9112455797158,1596.4440339436915
CONCACAF,0.6,7.22,2008,1575.0959148923266,1554.0408025918466,1596.1510271928066
CONCACAF,0.6,7.22,2009,1574.784146697288,1553.9064571277597,1595.6618362668164
CONCACAF,0.6,7.22,2010,1574.337957429869,1553.6015560626065,1595.0743587971315
CONCACAF,0.6,7.22,2011,1573.7993741734797,1553.1839259553276,1594.414822391632
CONCACAF,0.6,7.22,2012,1573.1501826422157,1552.6240189852747,1593.6763462991566
CONCACAF,0.6,7.22,2013,1572.3441673458708,1551.8540077112482,1592.8343269804934
CONCACAF,0.6,7.22,2014,1571.366495408513,1550.8295076287684,1591.9034831882575
CONCACAF,0.6,7.22,2015,1570.2797010689194,1549.5592916637568,1591.000110474082
CONCACAF,0.6,7.22,2016,1569.2220087358883,1548.169755012334,1590.2742624594425
CONCACAF,0.6,7.22,2017,1568.357561268362,1546.9256323461775,1589.7894901905463
CONCACAF,0.6,7.22,2018,1567.802369077462,1546.044569731186,1589.560168423738
CONCACAF,0.6,7.22,2019,1567.562331136555,1545.4419588637875,1589.6827034093224
CONCACAF,0.6,7.22,2020,1567.5269346237226,1544.7653522917765,1590.288516955669
CONCACAF,0.6,7.22,2021,1567.534903653173,1543.7202529717795,1591.3495543345664
CONCACAF,0.6,7.22,2022,1567.4662327422784,1542.2537892227651,1592.6786762617917
CONCACAF,0.6,7.22,2023,1567.2896224945277,1540.478500156463,1594.1007448325925
CONCACAF,0.6,7.22,2024,1567.042699782978,1538.5649525580839,1595.520447007872
CONCACAF,0.6,7.22,2025,1566.782306217095,1536.6670949310842,1596.897517503106
CONCACAF,0.6,7.22,2026,1566.5490675408116,1534.8739733844127,1598.2241616972105
CONCACAF,0.8,9.63,1992,1556.9270828670456,1530.9062951659955,1582.9478705680956
CONCACAF,0.8,9.63,1993,1557.1747672074814,1532.444028935494,1581.9055054794685
CONCACAF,0.8,9.63,1994,1557.6054628966367,1533.9780407208264,1581.2328850724468
CONCACAF,0.8,9.63,1995,1558.2483425142516,1535.5683709179978,1580.9283141105052
CONCACAF,0.8,9.63,1996,1559.12566352191,1537.3008508919193,1580.9504761519004
CONCACAF,0.8,9.63,1997,1560.2472309540358,1539.2437452204153,1581.2507166876564
CONCACAF,0.8,9.63,1998,1561.6036422076015,1541.3992151069144,1581.8080693082884
CONCACAF,0.8,9.63,1999,1563.1605036307542,1543.6728655016927,1582.6481417598156
CONCACAF,0.8,9.63,2000,1564.8563072270265,1545.8857521396624,1583.8268623143904
CONCACAF,0.8,9.63,2001,1566.6059032855999,1547.8412049362112,1585.3706016349886
CONCACAF,0.8,9.63,2002,1568.3099020546667,1549.4183461323698,1587.2014579769639
CONCACAF,0.8,9.63,2003,1569.868517991968,1550.6224145276128,1589.1146214563232
CONCACAF,0.8,9.63,2004,1571.1968693229987,1551.5500634537375,1590.8436751922602
CONCACAF,0.8,9.63,2005,1572.2379473499154,1552.308705891851,1592.1671888079795
CONCACAF,0.8,9.63,2006,1572.9696713992762,1552.9566056658382,1592.9827371327142
CONCACAF,0.8,9.63,2007,1573.403826478898,1553.492285668512,1593.3153672892838
CONCACAF,0.8,9.63,2008,1573.577089665032,1553.8808444122494,1593.2733349178143
CONCACAF,0.8,9.63,2009,1573.5371126315981,1554.0872026935847,1592.9870225696118
CONCACAF,0.8,9.63,2010,1573.3286836302775,1554.0917271880944,1592.5656400724608
CONCACAF,0.8,9.63,2011,1572.98531242585,1553.8864540734344,1592.0841707782654
CONCACAF,0.8,9.63,2012,1572.5295601077212,1553.468722830492,1591.5903973849504
CONCACAF,0.8,9.63,2013,1571.9813514051432,1552.8443389007407,1591.1183639095457
CONCACAF,0.8,9.63,2014,1571.3690314002326,1552.037986898093,1590.7000759023722
CONCACAF,0.8,9.63,2015,1570.7357595303938,1551.1045310870186,1590.3669879737693
CONCACAF,0.8,9.63,2016,1570.1358766715148,1550.1307436894567,1590.141009653573
CONCACAF,0.8,9.63,2017,1569.6214505714233,1549.2090676263304,1590.033833516516
CONCACAF,0.8,9.63,2018,1569.2252181712483,1548.3833838033895,1590.0670525391074
CONCACAF,0.8,9.63,2019,1568.9490181811893,1547.6088037350282,1590.2892326273502
CONCACAF,0.8,9.63,2020,1568.7644637898202,1546.7724970622385,1590.756430517402
CONCACAF,0.8,9.63,2021,1568.625921678377,1545.7655079414362,1591.4863354153176
CONCACAF,0.8,9.63,2022,1568.4889023561884,1544.5433865688913,1592.4344181434853
CONCACAF,0.8,9.63,2023,1568.324543150548,1543.13431304472,1593.5147732563757
CONCACAF,0.8,9.63,2024,1568.1244584109536,1541.609073286885,1594.6398435350222
CONCACAF,0.8,9.63,2025,1567.8965474714234,1540.0455361377863,1595.7475588050604
CONCACAF,0.8,9.63,2026,1567.656590876537,1538.5052614579936,1596.80792029508
CONCACAF,1.0,12.04,1992,1558.0704013600298,1533.4435806998536,1582.697222020206
CONCACAF,1.0,12.04,1993,1558.370600935336,1534.7608047133342,1581.9803971573376
CONCACAF,1.0,12.04,1994,1558.8195832603974,1536.1364374156462,1581.5027291051488
CONCACAF,1.0,12.04,1995,1559.4357534692524,1537.6183560015343,1581.2531509369705
CONCACAF,1.0,12.04,1996,1560.2293233331955,1539.249585253274,1581.2090614131168
CONCACAF,1.0,12.04,1997,1561.1990033157583,1541.0424647052773,1581.3555419262393
CONCACAF,1.0,12.04,1998,1562.3293385633676,1542.9569338948334,1581.7017432319021
CONCACAF,1.0,12.04,1999,1563.5894534480133,1544.8953221300742,1582.2835847659521
CONCACAF,1.0,12.04,2000,1564.9338997006485,1546.7232946796948,1583.1445047216018
CONCACAF,1.0,12.04,2001,1566.3059557753093,1548.3157057961391,1584.2962057544794
CONCACAF,1.0,12.04,2002,1567.6431636974946,1549.6061825939244,1585.680144801065
CONCACAF,1.0,12.04,2003,1568.8842765092616,1550.6076229138907,1587.1609301046324
CONCACAF,1.0,12.04,2004,1569.9763249805987,1551.390043595604,1588.5626063655932
CONCACAF,1.0,12.04,2005,1570.8803673240373,1552.0361504245523,1589.7245842235222
CONCACAF,1.0,12.04,2006,1571.5747449813816,1552.6046447597662,1590.5448452029973
CONCACAF,1.0,12.04,2007,1572.0552931800073,1553.1151709244382,1590.9954154355764
CONCACAF,1.0,12.04,2008,1572.3327786424115,1553.5520454637883,1591.113511821035
CONCACAF,1.0,12.04,2009,1572.4285940494374,1553.8777559020602,1590.9794321968147
CONCACAF,1.0,12.04,2010,1572.370148925152,1554.0485666684776,1590.6917311818263
CONCACAF,1.0,12.04,2011,1572.1872739263995,1554.0283789601942,1590.346168892605
CONCACAF,1.0,12.04,2012,1571.9103132975233,1553.7996480981285,1590.0209784969181
CONCACAF,1.0,12.04,2013,1571.5696711676417,1553.3702731467433,1589.76906918854
CONCACAF,1.0,12.04,2014,1571.195821141759,1552.7744914336763,1589.617150849842
CONCACAF,1.0,12.04,2015,1570.818583628453,1552.0661350480236,1589.5710322088823
CONCACAF,1.0,12.04,2016,1570.4649718663773,1551.304404060235,1589.6255396725196
CONCACAF,1.0,12.04,2017,1570.15587953254,1550.5352131856957,1589.7765458793845
CONCACAF,1.0,12.04,2018,1569.9028066901258,1549.7749897492795,1590.030623630972
CONCACAF,1.0,12.04,2019,1569.7061529576715,1549.0058410954935,1590.4064648198496
CONCACAF,1.0,12.04,2020,1569.5561102954193,1548.1868376332498,1590.9253829575887
CONCACAF,1.0,12.04,2021,1569.43610090085,1547.276218772703,1591.5959830289974
CONCACAF,1.0,12.04,2022,1569.327617536404,1546.2516828777323,1592.4035521950757
CONCACAF,1.0,12.04,2023,1569.2148144654338,1545.1182279709042,1593.3114009599635
CONCACAF,1.0,12.04,2024,1569.0874818347684,1543.902722586088,1594.2722410834488
CONCACAF,1.0,12.04,2025,1568.94186448858,1542.64194052946,1595.2417884477002
CONCACAF,1.0,12.04,2026,1568.7796576597618,1541.3713715751396,1596.187943744384
CONCACAF,1.5,18.06,1992,1560.1692365731233,1537.5991809121363,1582.7392922341103
CONCACAF,1.5,18.06,1993,1560.5276613908843,1538.7623701734062,1582.2929526083622
CONCACAF,1.5,18.06,1994,1560.9724787280534,1540.0131131626856,1581.9318442934211
CONCACAF,1.5,18.06,1995,1561.5046436563098,1541.348108763969,1581.6611785486507
CONCACAF,1.5,18.06,1996,1562.1208691170561,1542.750819541221,1581.4909186928912
CONCACAF,1.5,18.06,1997,1562.813253278601,1544.1892021126475,1581.4373044445547
CONCACAF,1.5,18.06,1998,1563.5692643035716,1545.6168560472847,1581.5216725598582
CONCACAF,1.5,18.06,1999,1564.372130434031,1546.9788063020005,1581.7654545660616
CONCACAF,1.5,18.06,2000,1565.2016386843347,1548.2217366753544,1582.1815406933151
CONCACAF,1.5,18.06,2001,1566.0352944167357,1549.3061216258345,1582.764467207637
CONCACAF,1.5,18.06,2002,1566.8497445806922,1550.2155584911252,1583.4839306702595
CONCACAF,1.5,18.06,2003,1567.622328239236,1550.9588691700153,1584.2857873084565
CONCACAF,1.5,18.06,2004,1568.3325969172013,1551.5639964820691,1585.1011973523332
CONCACAF,1.5,18.06,2005,1568.9636489143372,1552.0668909958638,1585.8604068328107
CONCACAF,1.5,18.06,2006,1569.5031461350954,1552.5001978832022,1586.506094386989
CONCACAF,1.5,18.06,2007,1569.9439245035899,1552.8852114512597,1587.00263755592
CONCACAF,1.5,18.06,2008,1570.284161261464,1553.228303146691,1587.3400193762373
CONCACAF,1.5,18.06,2009,1570.5271145071301,1553.5214940120347,1587.5327350022255
CONCACAF,1.5,18.06,2010,1570.68049352326,1553.7462341810337,1587.6147528654867
CONCACAF,1.5,18.06,2011,1570.7555474346277,1553.8792569425418,1587.6318379267136
CONCACAF,1.5,18.06,2012,1570.7659735600866,1553.899165578745,1587.6327815414284
CONCACAF,1.5,18.06,2013,1570.7267482039085,1553.7921530961082,1587.6613433117086
CONCACAF,1.5,18.06,2014,1570.652976112769,1553.5552782380444,1587.7506739874937
CONCACAF,1.5,18.06,2015,1570.558844426602,1553.1963950473507,1587.921293805853
CONCACAF,1.5,18.06,2016,1570.456754492108,1552.7310788807524,1588.1824301034637
CONCACAF,1.5,18.06,2017,1570.3566897213395,1552.1780533618391,1588.53532608084
CONCACAF,1.5,18.06,2018,1570.2658578210462,1551.5549964595373,1588.976719182555
CONCACAF,1.5,18.06,2019,1570.1886199929727,1550.8760616860297,1589.5011782999159
CONCACAF,1.5,18.06,2020,1570.1266893981199,1550.1514525179211,1590.1019262783188
CONCACAF,1.5,18.06,2021,1570.0795505496696,1549.3885166005625,1590.7705844987768
CONCACAF,1.5,18.06,2022,1570.0450264843703,1548.593417422901,1591.4966355458396
CONCACAF,1.5,18.06,2023,1570.0199073607942,1547.7725227808683,1592.26729194072
CONCACAF,1.5,18.06,2024,1570.0005557311304,1546.933040274716,1593.0680711875448
CONCACAF,1.5,18.06,2025,1569.9834194089894,1546.0828764029964,1593.8839624149825
CONCACAF,1.5,18.06,2026,1569.9654082195002,1545.2299986105045,1594.700817828496
CONCACAF,2.5,30.09,1992,1562.787144185254,1543.0380855725025,1582.5362027980057
CONCACAF,2.5,30.09,1993,1563.0825531721946,1543.9525714075585,1582.212534936831
CONCACAF,2.5,30.09,1994,1563.4028256234096,1544.8780779071972,1581.927573339622
CONCACAF,2.5,30.09,1995,1563.7456230870189,1545.8030492669961,1581.6881969070414
CONCACAF,2.5,30.09,1996,1564.1079770676595,1546.7143889296854,1581.5015652056334
CONCACAF,2.5,30.09,1997,1564.4863448880362,1547.598189544695,1581.3745002313776
CONCACAF,2.5,30.09,1998,1564.876692218726,1548.4407004036573,1581.3126840337945
CONCACAF,2.5,30.09,1999,1565.274599816693,1549.229437626076,1581.3197620073097
CONCACAF,2.5,30.09,2000,1565.6753904481068,1549.954276385822,1581.3965045103917
CONCACAF,2.5,30.09,2001,1566.0742705846897,1550.608321716721,1581.5402194526582
CONCACAF,2.5,30.09,2002,1566.4664803718929,1551.188363960252,1581.7445967835336
CONCACAF,2.5,30.09,2003,1566.8474446693635,1551.6948004332075,1582.0000889055193
CONCACAF,2.5,30.09,2004,1567.2129177275558,1552.1310288655698,1582.2948065895416
CONCACAF,2.5,30.09,2005,1567.5591143199704,1552.5024450255357,1582.6157836144052
CONCACAF,2.5,30.09,2006,1567.8828208882792,1552.8152582301846,1582.9503835463738
CONCACAF,2.5,30.09,2007,1568.1814814265267,1553.0753509138137,1583.2876119392397
CONCACAF,2.5,30.09,2008,1568.4532543433156,1553.287362725541,1583.6191459610902
CONCACAF,2.5,30.09,2009,1568.6970382816053,1553.4541060376976,1583.9399705255128
CONCACAF,2.5,30.09,2010,1568.9124667113397,1553.5763471320784,1584.2485862906008
CONCACAF,2.5,30.09,2011,1569.0998729024043,1553.6529310902765,1584.5468147145323
CONCACAF,2.5,30.09,2012,1569.2602285038022,1553.6811907306926,1584.839266276912
CONCACAF,2.5,30.09,2013,1569.3950602879313,1553.6575564220948,1585.132564153768
CONCACAF,2.5,30.09,2014,1569.5063505830406,1553.5782698457522,1585.434431320329
CONCACAF,2.5,30.09,2015,1569.5964274631306,1553.440099666337,1585.7527552599245
CONCACAF,2.5,30.09,2016,1569.667850880143,1553.2409626157037,1586.0947391445827
CONCACAF,2.5,30.09,2017,1569.7233006310285,1552.9803721305984,1586.4662291314585
CONCACAF,2.5,30.09,2018,1569.7654714060197,1552.6596679048794,1586.87127490716
CONCACAF,2.5,30.09,2019,1569.796979241905,1552.282018217551,1587.3119402662592
CONCACAF,2.5,30.09,2020,1569.820282598243,1551.8522237614907,1587.7883414349951
CONCACAF,2.5,30.09,2021,1569.8376200839723,1551.376378080211,1588.2988620877336
CONCACAF,2.5,30.09,2022,1569.850965681941,1550.8614506969532,1588.840480666929
CONCACAF,2.5,30.09,2023,1569.8620012331944,1550.3148551721642,1589.4091472942248
CONCACAF,2.5,30.09,2024,1569.8721050175548,1549.7440504464573,1590.000159588652
CONCACAF,2.5,30.09,2025,1569.882354546799,1549.1562060867598,1590.6085030068382
CONCACAF,2.5,30.09,2026,1569.8935411937218,1548.5579454872448,1591.2291369001987
CONCACAF,5.0,60.18,1992,1565.2769911933058,1548.7699567392617,1581.78402564735
CONCACAF,5.0,60.18,1993,1565.399255876606,1549.1839402253593,1581.6145715278528
CONCACAF,5.0,60.18,1994,1565.5240925102567,1549.587215736663,1581.46096928385
CONCACAF,5.0,60.18,1995,1565.6511701213044,1549.9779431725672,1581.3243970700414
CONCACAF,5.0,60.18,1996,1565.7801414441303,1550.3542986339003,1581.2059842543601
CONCACAF,5.0,60.18,1997,1565.9106456352467,1550.7145031653245,1581.106788105169
CONCACAF,5.0,60.18,1998,1566.0423111702053,1551.0568522601889,1581.0277700802214
CONCACAF,5.0,60.18,1999,1566.1747588847124,1551.3797450831723,1580.9697726862526
CONCACAF,5.0,60.18,2000,1566.3076051191501,1551.681712235334,1580.9334980029662
CONCACAF,5.0,60.18,2001,1566.4404649235562,1551.9614408269563,1580.919489020156
CONCACAF,5.0,60.18,2002,1566.5729552788237,1552.217795658777,1580.9281148988703
CONCACAF,5.0,60.18,2003,1566.7046982894428,1552.449835456424,1580.9595611224615
CONCACAF,5.0,60.18,2004,1566.8353243035613,1552.656823356897,1581.0138252502254
CONCACAF,5.0,60.18,2005,1566.964474917472,1552.8382311939868,1581.0907186409572
CONCACAF,5.0,60.18,2006,1567.0918058238137,1552.9937375389716,1581.1898741086559
CONCACAF,5.0,60.18,2007,1567.2169894657409,1553.1232198785685,1581.3107590529135
CONCACAF,5.0,60.18,2008,1567.3397174630118,1553.2267417033177,1581.452693222706
CONCACAF,5.0,60.18,2009,1567.4597027802588,1553.3045355895595,1581.6148699709581
CONCACAF,5.0,60.18,2010,1567.5766816125447,1553.356983552429,1581.7963796726601
CONCACAF,5.0,60.18,2011,1567.6904149685415,1553.3845960095623,1581.9962339275207
CONCACAF,5.0,60.18,2012,1567.800689937178,1553.3879906289976,1582.2133892453587
CONCACAF,5.0,60.18,2013,1567.9073206292455,1553.367872161002,1582.446769097489
CONCACAF,5.0,60.18,2014,1568.0101487910995,1553.325014104956,1582.6952834772433
