pair,continent_a,continent_b,month,log_mean,log_p5,log_p95,elo_mean,elo_p5,elo_p95
CONCACAF vs OFC,CONCACAF,OFC,1999-10,-0.08717631859308686,-0.12966111463527702,-0.03921234443988264,-128.68054465743174,-190.80414607444615,-58.92205948324406
CONCACAF vs OFC,CONCACAF,OFC,1999-11,-0.08657598718847394,-0.12895710145396833,-0.03867647064355811,-127.80939689424696,-189.91424273402743,-58.064996256760594
CONCACAF vs OFC,CONCACAF,OFC,1999-12,-0.08599030047341412,-0.12841189076794404,-0.03814684169567873,-126.95853728777672,-188.92609826797482,-57.21881749792981
CONCACAF vs OFC,CONCACAF,OFC,2000-01,-0.08541903559624345,-0.12794382844725533,-0.03762343781179159,-126.12768656704324,-188.06987882991908,-56.387235556840935
CONCACAF vs OFC,CONCACAF,OFC,2000-02,-0.08486196970529322,-0.12749044951657443,-0.03710623920743937,-125.31656384406604,-187.22775260978077,-55.567689983852844
CONCACAF vs OFC,CONCACAF,OFC,2000-03,-0.08431887994889486,-0.12698141700047297,-0.03651776963318306,-124.52488666006582,-186.53742195681374,-54.769082556828835
CONCACAF vs OFC,CONCACAF,OFC,2000-04,-0.08378954347538428,-0.12636031275245257,-0.035987439038484094,-123.752371031205,-185.79803581160223,-54.086148083719145
CONCACAF vs OFC,CONCACAF,OFC,2000-05,-0.0832737374330928,-0.12573980627342168,-0.03565881458806817,-122.99873149383387,-185.0551432378044,-53.36226271637672
CONCACAF vs OFC,CONCACAF,OFC,2000-06,-0.08277123897035199,-0.1251270167987984,-0.03534393032607556,-122.26368114926753,-184.35127299008377,-52.610150392356445
CONCACAF vs OFC,CONCACAF,OFC,2000-07,-0.08228182523549749,-0.12453286518085589,-0.03503948890596573,-121.54693170806044,-183.5749611510049,-51.970188618829326
CONCACAF vs OFC,CONCACAF,OFC,2000-08,-0.08180527337686079,-0.12401566916100934,-0.034381655816221775,-120.84819353374976,-182.7591943111576,-51.22710537339202
CONCACAF vs OFC,CONCACAF,OFC,2000-09,-0.08134136054277356,-0.12356127339880238,-0.03386052600244787,-120.16717568609121,-181.95054452835097,-50.403908438422064
CONCACAF vs OFC,CONCACAF,OFC,2000-10,-0.08088986388157121,-0.12325835374376175,-0.03350572506177107,-119.50358596375703,-181.3345404848719,-49.71696262163278
CONCACAF vs OFC,CONCACAF,OFC,2000-11,-0.08045056054158536,-0.12282933505611178,-0.033009677206135284,-118.85713094647006,-180.5509528853381,-48.80895532821603
CONCACAF vs OFC,CONCACAF,OFC,2000-12,-0.08002322767114772,-0.12239468709816399,-0.03256879896648495,-118.22751603659532,-179.91454820512251,-48.140932676168
CONCACAF vs OFC,CONCACAF,OFC,2001-01,-0.07960764241859358,-0.12189407491835777,-0.03215390659817299,-117.61444550016266,-179.1433652354795,-47.8516425450205
CONCACAF vs OFC,CONCACAF,OFC,2001-02,-0.0792035819322546,-0.1213337551715167,-0.03181607339589561,-117.01762250729476,-178.39731636371891,-47.623144037115985
CONCACAF vs OFC,CONCACAF,OFC,2001-03,-0.07881082336046263,-0.12077334772129,-0.03161917966191063,-116.43674917206341,-177.7210199928015,-47.21506933180508
CONCACAF vs OFC,CONCACAF,OFC,2001-04,-0.0784291438515527,-0.1203087319983899,-0.03127111132031738,-115.8715265917469,-177.14305265294078,-46.501964385157876
CONCACAF vs OFC,CONCACAF,OFC,2001-05,-0.07805832055385667,-0.12007154818657129,-0.030823405943960273,-115.32165488546826,-176.60291745027948,-45.75026005090948
CONCACAF vs OFC,CONCACAF,OFC,2001-06,-0.07769813061570638,-0.11964692996266794,-0.03046806990811782,-114.78683323223238,-175.99292349985575,-45.12870686627232
CONCACAF vs OFC,CONCACAF,OFC,2001-07,-0.07734835118543675,-0.1193116166297417,-0.030073467312404803,-114.26675990834151,-175.42116223661293,-44.46446741191257
CONCACAF vs OFC,CONCACAF,OFC,2001-08,-0.07700875941137968,-0.11901969627213341,-0.0295990894751273,-113.76113232416657,-174.97143005091513,-43.817397014401685
CONCACAF vs OFC,CONCACAF,OFC,2001-09,-0.07667913244186714,-0.11874200091784726,-0.0291344883025547,-113.26964706029497,-174.45088683748375,-43.31141611074231
CONCACAF vs OFC,CONCACAF,OFC,2001-10,-0.07635924742523384,-0.11846697140536552,-0.028935079846696268,-112.79199990303357,-174.07439256148064,-42.894699584730624
CONCACAF vs OFC,CONCACAF,OFC,2001-11,-0.07604888150981176,-0.11816076368090012,-0.02860153019165403,-112.32788587924858,-173.71010536377185,-42.7174657331501
CONCACAF vs OFC,CONCACAF,OFC,2001-12,-0.075747811843933,-0.11760298599173336,-0.02824386170930999,-111.87699929056042,-173.28523145440187,-42.18919894850598
CONCACAF vs OFC,CONCACAF,OFC,2002-01,-0.0754558155759321,-0.11719316681068329,-0.02789892785379965,-111.43903374687493,-172.91075862534785,-41.684124352215214
CONCACAF vs OFC,CONCACAF,OFC,2002-02,-0.07517266985414107,-0.11691515198854141,-0.027605078779583937,-111.01368219923442,-172.54684693342145,-41.19342029344617
CONCACAF vs OFC,CONCACAF,OFC,2002-03,-0.07489815182689213,-0.11664991995771534,-0.02728138261658826,-110.60063697200614,-171.98307269569295,-40.71662885578557
CONCACAF vs OFC,CONCACAF,OFC,2002-04,-0.07463203864251966,-0.11631177155533497,-0.026965138396862234,-110.19958979439008,-171.59982783548782,-40.25566806347348
CONCACAF vs OFC,CONCACAF,OFC,2002-05,-0.07437410744935576,-0.11603186421018999,-0.026736232538384513,-109.81023183123311,-171.08489020714697,-39.99236112770765
CONCACAF vs OFC,CONCACAF,OFC,2002-06,-0.07412413539573269,-0.11580245402456177,-0.026575854597156976,-109.43225371316439,-170.5012388963748,-39.753742358127056
CONCACAF vs OFC,CONCACAF,OFC,2002-07,-0.07388189962998466,-0.11552856591344893,-0.026247050913336664,-109.06534556603744,-170.25623198054095,-39.28510918159937
CONCACAF vs OFC,CONCACAF,OFC,2002-08,-0.07364717730044391,-0.11518838713742299,-0.025899656778612546,-108.70919703966594,-170.00560688672732,-38.936658406249634
CONCACAF vs OFC,CONCACAF,OFC,2002-09,-0.07341974555544273,-0.11502208569741708,-0.02577591805340567,-108.36349733586853,-169.70547725048397,-38.66492104498298
CONCACAF vs OFC,CONCACAF,OFC,2002-10,-0.07319938154331522,-0.11458462223899306,-0.025542071611256833,-108.0279352358084,-169.42135269676916,-38.39547600703105
CONCACAF vs OFC,CONCACAF,OFC,2002-11,-0.07298586241239367,-0.11443475201116966,-0.025361408620594935,-107.70219912661778,-169.17385586412507,-38.096407869420304
CONCACAF vs OFC,CONCACAF,OFC,2002-12,-0.07277896531101043,-0.11426422421937255,-0.025000808435046956,-107.38597702732041,-168.93667822610277,-37.50524148643108
CONCACAF vs OFC,CONCACAF,OFC,2003-01,-0.07257846738749951,-0.11423002796839218,-0.024618271687059903,-107.07895661403994,-168.62028399971314,-36.97926279178439
CONCACAF vs OFC,CONCACAF,OFC,2003-02,-0.07238414579019319,-0.11421758773636456,-0.024741562992840974,-106.78082524448577,-168.32301006794344,-36.9983200581146
CONCACAF vs OFC,CONCACAF,OFC,2003-03,-0.07219577766742391,-0.11404740884070899,-0.024736087029386473,-106.49126998172815,-167.99603675044204,-37.17429755752527
CONCACAF vs OFC,CONCACAF,OFC,2003-04,-0.07201314016752558,-0.11388177647808022,-0.02460883189589894,-106.2099776172527,-167.73923497304372,-36.979814661012014
CONCACAF vs OFC,CONCACAF,OFC,2003-05,-0.07183601043883059,-0.11372034679816476,-0.024522915258500835,-105.93663469328608,-167.6336648945474,-36.79281304470332
CONCACAF vs OFC,CONCACAF,OFC,2003-06,-0.07166416562967134,-0.11350613738004633,-0.02434208799600742,-105.67092752440455,-167.38788584129028,-36.591987081246245
CONCACAF vs OFC,CONCACAF,OFC,2003-07,-0.07149738288838167,-0.11346511871524423,-0.024210871230338975,-105.41254221841695,-167.14859605815235,-36.216845141124516
CONCACAF vs OFC,CONCACAF,OFC,2003-08,-0.071335439363294,-0.11341022163676415,-0.023990436571377637,-105.16116469651439,-166.831197395084,-35.49718209081466
CONCACAF vs OFC,CONCACAF,OFC,2003-09,-0.07117811220274083,-0.11326313058742929,-0.023668099886537064,-104.91648071269803,-166.68524409400416,-34.79578583580428
CONCACAF vs OFC,CONCACAF,OFC,2003-10,-0.07102517855505584,-0.11307546449380693,-0.0234878923453184,-104.67817587247768,-166.46700473411454,-34.60827228168397
CONCACAF vs OFC,CONCACAF,OFC,2003-11,-0.07087641556857154,-0.11297282510498192,-0.023235095429409804,-104.44593565083397,-166.39305960653655,-34.45299255362445
CONCACAF vs OFC,CONCACAF,OFC,2003-12,-0.07073160039162048,-0.11292384861458445,-0.022936541251612562,-104.21944540945591,-166.26143871370016,-34.22570036105545
CONCACAF vs OFC,CONCACAF,OFC,2004-01,-0.07059051017253624,-0.11287579483226522,-0.0226495644112872,-103.99839041324577,-166.39815957245165,-33.93246221454199
CONCACAF vs OFC,CONCACAF,OFC,2004-02,-0.07045292205965141,-0.11282608014824,-0.022463809294823726,-103.7824558460872,-166.57258719270456,-34.11587079783868
CONCACAF vs OFC,CONCACAF,OFC,2004-03,-0.07031861320129845,-0.11277875888005426,-0.02247330702505562,-103.57132682588522,-166.40436754420367,-33.87545744491538
CONCACAF vs OFC,CONCACAF,OFC,2004-04,-0.07018736074581103,-0.11273023975198315,-0.022561287238229897,-103.36468841887363,-166.2291134538313,-33.463889442454054
CONCACAF vs OFC,CONCACAF,OFC,2004-05,-0.07005894184152163,-0.11262265167385888,-0.022219789698922035,-103.16222565318336,-166.03398808063196,-33.06310463984021
CONCACAF vs OFC,CONCACAF,OFC,2004-06,-0.06993313363676286,-0.11252032094693765,-0.021853794453099564,-102.96362353168318,-165.859776901273,-32.66769948835945
CONCACAF vs OFC,CONCACAF,OFC,2004-07,-0.06980971327986828,-0.11238925001007356,-0.021628617885292606,-102.76856704408587,-165.69505551190633,-32.118850988766724
CONCACAF vs OFC,CONCACAF,OFC,2004-08,-0.06968845791917043,-0.11223004803539531,-0.021332835594849754,-102.57674117831648,-165.51999511203317,-31.967084246277604
CONCACAF vs OFC,CONCACAF,OFC,2004-09,-0.06956914470300189,-0.11208554593358606,-0.02108290453155273,-102.38783093115173,-165.35008294886612,-31.63091315509487
CONCACAF vs OFC,CONCACAF,OFC,2004-10,-0.06945155077969618,-0.11221744019704497,-0.02088059476611038,-102.20152131812573,-165.09312912001295,-31.28617517990991
CONCACAF vs OFC,CONCACAF,OFC,2004-11,-0.0693354532975859,-0.1121322587819971,-0.02056692457961487,-102.01749738269787,-164.88492889620838,-30.951978795148165
CONCACAF vs OFC,CONCACAF,OFC,2004-12,-0.0692206294050036,-0.11203429833460236,-0.02025617985679449,-101.83544420469187,-164.52334639179344,-30.628342015576152
CONCACAF vs OFC,CONCACAF,OFC,2005-01,-0.06910685625028286,-0.11180191526375967,-0.02016235271433274,-101.6550469080024,-164.1920341692394,-30.327316602759684
CONCACAF vs OFC,CONCACAF,OFC,2005-02,-0.06899391098175617,-0.11162921808955954,-0.020102208865838266,-101.4759906675637,-164.1761265017363,-30.03712431547886
CONCACAF vs OFC,CONCACAF,OFC,2005-03,-0.06888157074775618,-0.1114679817563072,-0.019931733403922233,-101.297960715591,-163.90450085633375,-29.76503531045107
CONCACAF vs OFC,CONCACAF,OFC,2005-04,-0.0687696126966164,-0.11130733648400204,-0.019754802044417687,-101.12064234708897,-163.47504768738008,-29.660566696542713
CONCACAF vs OFC,CONCACAF,OFC,2005-05,-0.06865781397666938,-0.11114715716853678,-0.019574767404937486,-100.94372092462429,-163.19785622539143,-29.360890066515097
CONCACAF vs OFC,CONCACAF,OFC,2005-06,-0.06854595173624775,-0.11101965721825091,-0.01955523527039711,-100.7668818823704,-163.12526173840516,-29.052905352692758
CONCACAF vs OFC,CONCACAF,OFC,2005-07,-0.068433803123685,-0.11110852530329236,-0.019535577358207906,-100.58981072942117,-163.0552328422793,-28.853218026631367
CONCACAF vs OFC,CONCACAF,OFC,2005-08,-0.06832114528731367,-0.11104644967121238,-0.01948493541656609,-100.41219305236835,-162.98748521053352,-28.784800610472644
CONCACAF vs OFC,CONCACAF,OFC,2005-09,-0.06820775537546643,-0.1108988273602896,-0.019333916521132415,-100.2337145171525,-162.93114378926592,-28.51993726463158
CONCACAF vs OFC,CONCACAF,OFC,2005-10,-0.06809341053647675,-0.11087924017500965,-0.019182718694917753,-100.05406087018257,-163.0215800518218,-28.424192226572558
CONCACAF vs OFC,CONCACAF,OFC,2005-11,-0.06797788791867718,-0.11092163120090293,-0.019037375523542205,-99.87291793872005,-162.9904840798275,-28.159829937120275
CONCACAF vs OFC,CONCACAF,OFC,2005-12,-0.06786099676216471,-0.11095907011992372,-0.018897865481932175,-99.69001544026887,-162.8600352695998,-27.897196469368314
CONCACAF vs OFC,CONCACAF,OFC,2006-01,-0.06774267467409469,-0.11100571463375179,-0.0187640530103838,-99.50525843034862,-162.73653888159686,-27.636188182638776
CONCACAF vs OFC,CONCACAF,OFC,2006-02,-0.06762289135338585,-0.11093235741689669,-0.01864240785758538,-99.31859590349536,-162.53114077334155,-27.388862695082434
CONCACAF vs OFC,CONCACAF,OFC,2006-03,-0.06750161649895695,-0.11071480881930165,-0.018529498890192533,-99.12997698140138,-162.3683231639183,-27.231563326537657
CONCACAF vs OFC,CONCACAF,OFC,2006-04,-0.0673788198097277,-0.11068176053328269,-0.01829668318008692,-98.93935090582863,-162.12606094785525,-27.085616747059802
CONCACAF vs OFC,CONCACAF,OFC,2006-05,-0.06725447098461687,-0.11058347032518903,-0.01805746064365606,-98.74666703176916,-162.02916074416575,-26.954694965042297
CONCACAF vs OFC,CONCACAF,OFC,2006-06,-0.06712853972254317,-0.11046433443500772,-0.017922257553235715,-98.55187482086069,-161.9182795517493,-26.69606332951871
CONCACAF vs OFC,CONCACAF,OFC,2006-07,-0.0670009957224264,-0.11035309293490858,-0.01787612400617108,-98.35492383505206,-161.80497309174436,-26.560590164235688
CONCACAF vs OFC,CONCACAF,OFC,2006-08,-0.06687180868318526,-0.11024946995658302,-0.017661963296077107,-98.15576373051351,-161.56006282799277,-26.447779686909204
CONCACAF vs OFC,CONCACAF,OFC,2006-09,-0.06674094830373849,-0.11015194826633916,-0.01744709004874041,-97.95434425180008,-161.34378427287626,-26.329708563435485
CONCACAF vs OFC,CONCACAF,OFC,2006-10,-0.06660838428300585,-0.1100546577937516,-0.01738543715944787,-97.75061522626383,-161.11833228429646,-26.200093474521115
CONCACAF vs OFC,CONCACAF,OFC,2006-11,-0.0664740863199061,-0.10991376437275147,-0.017332251253800782,-97.54452655870847,-160.99743252992232,-26.07268573371132
CONCACAF vs OFC,CONCACAF,OFC,2006-12,-0.0663380241133579,-0.10986108405066872,-0.017285063945963325,-97.33602822629616,-160.88120493661245,-25.958037918160766
CONCACAF vs OFC,CONCACAF,OFC,2007-01,-0.06620016736228107,-0.1097005151990786,-0.01724359430692824,-97.1250702737015,-160.76668579534393,-25.894806786917584
CONCACAF vs OFC,CONCACAF,OFC,2007-02,-0.06606048576559434,-0.10959200320860493,-0.017207561407682457,-96.9116028085064,-160.656645995323,-25.839834988734374
CONCACAF vs OFC,CONCACAF,OFC,2007-03,-0.0659189490222164,-0.10951203062921308,-0.017176684319221206,-96.69557599684615,-160.54158522059714,-25.792696300968046
CONCACAF vs OFC,CONCACAF,OFC,2007-04,-0.06577552683106705,-0.10925249987400129,-0.01715068211253234,-96.47694005930127,-160.24244262533787,-25.752964743643563
CONCACAF vs OFC,CONCACAF,OFC,2007-05,-0.06563018889106505,-0.1090940244522431,-0.017078173890364808,-96.25564526702928,-160.10889036974882,-25.535557122359062
CONCACAF vs OFC,CONCACAF,OFC,2007-06,-0.06548290490112904,-0.1089864927749427,-0.016865668851872566,-96.03164193814663,-160.06854513347463,-25.21376948888595
CONCACAF vs OFC,CONCACAF,OFC,2007-07,-0.06533364456017887,-0.10873456224547247,-0.016650251272680723,-95.80488043435511,-160.0270157610547,-24.887711407106803
CONCACAF vs OFC,CONCACAF,OFC,2007-08,-0.06518237756713324,-0.10852302536730654,-0.01643195722165616,-95.57531115780786,-159.84361093815508,-24.695833117076447
CONCACAF vs OFC,CONCACAF,OFC,2007-09,-0.06502907362091082,-0.10855157703790046,-0.01624320026983397,-95.34288454822395,-159.45268852066724,-24.52490607071152
CONCACAF vs OFC,CONCACAF,OFC,2007-10,-0.06487370242043151,-0.10857982286027697,-0.016120043672923953,-95.10755108024772,-159.05811725287884,-24.399324648161
CONCACAF vs OFC,CONCACAF,OFC,2007-11,-0.06471623366461395,-0.1085282911675753,-0.015998318160650678,-94.86926126104532,-158.8372063467424,-24.271706907401022
CONCACAF vs OFC,CONCACAF,OFC,2007-12,-0.06455663705237678,-0.10834386378794574,-0.015879844392955002,-94.62796562815089,-158.70328157940563,-23.962921414540737
CONCACAF vs OFC,CONCACAF,OFC,2008-01,-0.06439488228264002,-0.1082009904460782,-0.015743255882541808,-94.38361474755558,-158.5735744626192,-23.69977887794764
CONCACAF vs OFC,CONCACAF,OFC,2008-02,-0.06423093905432217,-0.10812805187125996,-0.015599448288908916,-94.13615921203375,-158.43722080812617,-23.26043575414664
CONCACAF vs OFC,CONCACAF,OFC,2008-03,-0.064064777066342,-0.10803861468773586,-0.015375437850538127,-93.88554963971798,-158.29559980603912,-22.830238255527163
CONCACAF vs OFC,CONCACAF,OFC,2008-04,-0.06389636601761939,-0.10789824754807982,-0.015085840580635893,-93.6317366729163,-158.1766330793689,-22.4094302958302
CONCACAF vs OFC,CONCACAF,OFC,2008-05,-0.06372567560707298,-0.10772682807777616,-0.014802247315549681,-93.37467097716645,-157.94293509708422,-21.98637190221641
CONCACAF vs OFC,CONCACAF,OFC,2008-06,-0.06355267553362141,-0.10740592601835575,-0.01451684756352632,-93.1143032405376,-157.41691692744186,-21.55185675976226
CONCACAF vs OFC,CONCACAF,OFC,2008-07,-0.06337733549618464,-0.10716494880259346,-0.014297499029422548,-92.85058417317498,-156.81249019087585,-21.162046660961963
CONCACAF vs OFC,CONCACAF,OFC,2008-08,-0.06319962519368136,-0.10706579956863012,-0.013965454349526984,-92.5834645070797,-156.53881891318642,-21.023211947834906
CONCACAF vs OFC,CONCACAF,OFC,2008-09,-0.0630195143250301,-0.10696321140214007,-0.01393890684616134,-92.31289499613663,-156.5401946740059,-20.77778688847374
CONCACAF vs OFC,CONCACAF,OFC,2008-10,-0.06283697258915089,-0.10685710629385481,-0.013655065421595418,-92.03882641638417,-156.25637477633813,-20.39332035365216
CONCACAF vs OFC,CONCACAF,OFC,2008-11,-0.06265196968496234,-0.10670712768766362,-0.013318245029109528,-91.76120956651862,-156.0410304409932,-19.881126930010993
CONCACAF vs OFC,CONCACAF,OFC,2008-12,-0.06246447531138302,-0.10651342743145169,-0.013010426986610615,-91.47999526864656,-155.6157254978023,-19.374811541077513
CONCACAF vs OFC,CONCACAF,OFC,2009-01,-0.06227445916733302,-0.10622002192674533,-0.012832763012445058,-91.19513436927828,-155.2650643896289,-18.866364624979248
CONCACAF vs OFC,CONCACAF,OFC,2009-02,-0.06208189095173093,-0.10599471849715494,-0.012633624050135692,-90.90657774055536,-154.88769740439238,-18.577122683536412
CONCACAF vs OFC,CONCACAF,OFC,2009-03,-0.06188674036349528,-0.10589590285059085,-0.012371242198797953,-90.61427628172554,-154.48275825601613,-18.257875439981696
CONCACAF vs OFC,CONCACAF,OFC,2009-04,-0.06168897710154619,-0.1056855288381616,-0.01210357020177968,-90.31818092085871,-154.124566949404,-18.057199163872756
CONCACAF vs OFC,CONCACAF,OFC,2009-05,-0.0614885708648022,-0.10547095394984604,-0.011902565679500479,-90.01824261679549,-153.75051845144102,-17.68006297000699
CONCACAF vs OFC,CONCACAF,OFC,2009-06,-0.061285491352181844,-0.10522955324950041,-0.011759188248222162,-89.71441236134353,-153.4403258521544,-17.279922389127872
CONCACAF vs OFC,CONCACAF,OFC,2009-07,-0.061079708262605316,-0.1049996010202618,-0.011576487393127768,-89.40664118171345,-153.26388478879355,-16.877450195969686
CONCACAF vs OFC,CONCACAF,OFC,2009-08,-0.06087119129499114,-0.10475810726192063,-0.011391117213841158,-89.09488014318723,-152.76737368686796,-16.58267388187332
CONCACAF vs OFC,CONCACAF,OFC,2009-09,-0.06065991014825779,-0.10450527051640837,-0.011139429208325531,-88.77908035203298,-152.47755952065324,-16.30731247393481
CONCACAF vs OFC,CONCACAF,OFC,2009-10,-0.060445834521325494,-0.104245628105783,-0.010879774903633805,-88.45919295865944,-152.18811994856011,-15.961475107942196
CONCACAF vs OFC,CONCACAF,OFC,2009-11,-0.06022893411311278,-0.1038965132072029,-0.010484215025373625,-88.13516916100123,-151.88993991947967,-15.60497995877787
CONCACAF vs OFC,CONCACAF,OFC,2009-12,-0.06000917862253808,-0.10348487579175866,-0.010352820964296072,-87.8069602081502,-151.30148980088796,-15.200977043855604
CONCACAF vs OFC,CONCACAF,OFC,2010-01,-0.05978653774852171,-0.10317054830210126,-0.010122529139693722,-87.47451740422544,-150.63202374369874,-14.92039797003312
CONCACAF vs OFC,CONCACAF,OFC,2010-02,-0.05956098118998212,-0.10291917117567007,-0.009869157013219488,-87.1377921124726,-150.2252355046311,-14.614466503424062
CONCACAF vs OFC,CONCACAF,OFC,2010-03,-0.0593324786458378,-0.1026626364006912,-0.009607111349270482,-86.79673575960888,-149.8124730561469,-14.456080389686742
CONCACAF vs OFC,CONCACAF,OFC,2010-04,-0.059100999815009,-0.10260056726761473,-0.009383907589254916,-86.45129984040508,-149.38796499153136,-14.17704111657449
CONCACAF vs OFC,CONCACAF,OFC,2010-05,-0.05886651439641424,-0.1023590450552923,-0.009259792622238286,-86.10143592249605,-149.00601856496726,-13.89565545490997
CONCACAF vs OFC,CONCACAF,OFC,2010-06,-0.05862899208897192,-0.10206884759466424,-0.00916859256434437,-85.74709565143513,-148.69400143138017,-13.64149046847971
CONCACAF vs OFC,CONCACAF,OFC,2010-07,-0.058388402591602384,-0.10194409870620516,-0.009118675196871753,-85.38823075598488,-148.3493639961807,-13.32096010116037
CONCACAF vs OFC,CONCACAF,OFC,2010-08,-0.05814471560322414,-0.10179471624556316,-0.0089837013701636,-85.02479305363387,-148.0230505632972,-13.239262933643817
CONCACAF vs OFC,CONCACAF,OFC,2010-09,-0.0578979008227555,-0.10149493363344528,-0.008789807071853378,-84.65673445635657,-147.6775881853877,-12.916329701777384
CONCACAF vs OFC,CONCACAF,OFC,2010-10,-0.05764792794911691,-0.10122032522996313,-0.008563069733184533,-84.28400697660791,-147.34035609167478,-12.487103984179877
CONCACAF vs OFC,CONCACAF,OFC,2010-11,-0.0573947666812268,-0.10088038682216753,-0.008294121029244348,-83.9065627335415,-147.34782351230567,-12.11484150600776
CONCACAF vs OFC,CONCACAF,OFC,2010-12,-0.05713838671800353,-0.10047630613955763,-0.007820557595696798,-83.5243539594698,-147.0942900377798,-11.627165241789056
CONCACAF vs OFC,CONCACAF,OFC,2011-01,-0.056878757758367565,-0.10015604936268074,-0.0076129212252293455,-83.13733300655656,-146.69122713088086,-11.266666810119936
CONCACAF vs OFC,CONCACAF,OFC,2011-02,-0.056615849501237304,-0.09984645145895579,-0.007350420269589459,-82.7454523537308,-146.23811243057537,-10.844210143603032
CONCACAF vs OFC,CONCACAF,OFC,2011-03,-0.05634963164553107,-0.09959072007583743,-0.006913323672884889,-82.34866461384082,-145.79041804273157,-10.265926011061534
CONCACAF vs OFC,CONCACAF,OFC,2011-04,-0.056080073890169384,-0.09927556366512351,-0.006603036125711458,-81.94692254103809,-145.2715867579931,-9.808954963428713
CONCACAF vs OFC,CONCACAF,OFC,2011-05,-0.05580714593407064,-0.098974407496025,-0.006307570116442166,-81.54017903838009,-144.65854529730098,-9.36875494288643
CONCACAF vs OFC,CONCACAF,OFC,2011-06,-0.05553081747615313,-0.09867646431141482,-0.0060300062617706825,-81.1283871656704,-144.1142322189085,-8.916514036385504
CONCACAF vs OFC,CONCACAF,OFC,2011-07,-0.05525105821533742,-0.0984730075908559,-0.005694635007568887,-80.71150014752676,-143.68245223701905,-8.450368586233981
CONCACAF vs OFC,CONCACAF,OFC,2011-08,-0.05496783785054188,-0.098279405151834,-0.005380013482505908,-80.2894713816641,-143.31881878284386,-7.982385669899665
CONCACAF vs OFC,CONCACAF,OFC,2011-09,-0.054681126080684726,-0.09793246081476492,-0.005064109987546868,-79.86225444741291,-143.10751595804228,-7.518091522204522
CONCACAF vs OFC,CONCACAF,OFC,2011-10,-0.05439089260468668,-0.09769949277048232,-0.004759226131706042,-79.42980311446179,-142.88779620203485,-7.058357324099507
CONCACAF vs OFC,CONCACAF,OFC,2011-11,-0.05409710712146596,-0.09743706895669849,-0.004455869121380124,-78.99207135181173,-142.4845366443028,-6.603011335032936
CONCACAF vs OFC,CONCACAF,OFC,2011-12,-0.053799739329940886,-0.0971164552380857,-0.004184619648544487,-78.54901333696269,-142.08969734736223,-6.150484528698671
CONCACAF vs OFC,CONCACAF,OFC,2012-01,-0.05349875892903214,-0.09688233527803089,-0.004006766055505748,-78.10058346532036,-141.74839489726605,-5.828560662988748
CONCACAF vs OFC,CONCACAF,OFC,2012-02,-0.05319413561765799,-0.09659301600863582,-0.0035560776939234113,-77.64673635981109,-141.39476260607933,-5.230668321666202
CONCACAF vs OFC,CONCACAF,OFC,2012-03,-0.05288583909473665,-0.09629991645429689,-0.0031221739841500464,-77.18742688072518,-141.06662907870168,-4.692881326495655
CONCACAF vs OFC,CONCACAF,OFC,2012-04,-0.05257383905918891,-0.09600301403910963,-0.002655174370848635,-76.72261013577645,-140.86764066005887,-3.9921798750676354
CONCACAF vs OFC,CONCACAF,OFC,2012-05,-0.052258105209932966,-0.09570171444196558,-0.0023128041694648,-76.25224149036525,-140.66092050877174,-3.4578167067888335
CONCACAF vs OFC,CONCACAF,OFC,2012-06,-0.05193860724588705,-0.09534177590645738,-0.0019986230824829343,-75.77627657806596,-140.2388515779402,-2.9856195673411836
CONCACAF vs OFC,CONCACAF,OFC,2012-07,-0.051615314865971935,-0.09491643669295886,-0.0016865255142707984,-75.29467131132593,-139.7751436428915,-2.518984041780972
CONCACAF vs OFC,CONCACAF,OFC,2012-08,-0.05128819776910589,-0.09448939529406437,-0.0014118334798342701,-74.80738189236314,-139.33949426556714,-2.090925495721276
CONCACAF vs OFC,CONCACAF,OFC,2012-09,-0.050957225654207024,-0.09406069382465496,-0.0010888858820707014,-74.31436482428302,-138.99860569639657,-1.585812730155124
CONCACAF vs OFC,CONCACAF,OFC,2012-10,-0.05062236822019628,-0.09375402400098909,-0.0008566581349208911,-73.81557692240251,-138.44559646919834,-1.2685888103689629
CONCACAF vs OFC,CONCACAF,OFC,2012-11,-0.050283627073978446,-0.09347573882400391,-0.0005675112436575787,-73.3110230245137,-137.85024979223144,-0.8400719136989901
CONCACAF vs OFC,CONCACAF,OFC,2012-12,-0.04994113145440485,-0.09331659884479526,-0.0002704374272826207,-72.80089898883367,-137.34914983594714,-0.40018371602304037
CONCACAF vs OFC,CONCACAF,OFC,2013-01,-0.0495950425083163,-0.09311953008749736,3.009842998448497e-05,-72.28544840474311,-136.84182801152167,0.044251339241918305
CONCACAF vs OFC,CONCACAF,OFC,2013-02,-0.0492455213825508,-0.09275120772233456,0.00034002913552848074,-71.76491485252488,-136.3284968457266,0.5153419870438536
CONCACAF vs OFC,CONCACAF,OFC,2013-03,-0.048892729223946274,-0.09244782503097708,0.0006606470251791826,-71.23954188831874,-135.80936874149643,0.9880427885912005
CONCACAF vs OFC,CONCACAF,OFC,2013-04,-0.04853682717934358,-0.09202205023946171,0.0009743820507644327,-70.70957302941135,-135.2038411625973,1.4571559530257103
CONCACAF vs OFC,CONCACAF,OFC,2013-05,-0.04817797639558069,-0.09160303300845771,0.0012686376727343944,-70.17525173984787,-134.67850414451928,1.9248822167313162
