pair,continent_a,continent_b,month,log_mean,log_p5,log_p95,elo_mean,elo_p5,elo_p95
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-01,-0.11695326380338526,-0.2335492244007223,-0.0073418049759188244,-178.5503907376905,-368.99325388339616,-10.330788784611714
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-02,-0.11798992455613373,-0.23383770973328258,-0.008670762717511328,-180.1803540656816,-372.08118720581,-12.287729353363913
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-03,-0.11900390126557174,-0.2340830265293046,-0.009811397141512156,-181.77779509056788,-375.05099331425765,-13.991541985776061
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-04,-0.1199954125161145,-0.23433207941875844,-0.010697281325153025,-183.34292297072196,-376.5823534115493,-15.21650006748435
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-05,-0.1209646768921855,-0.23520582668612175,-0.011142229036585256,-184.87595117085198,-377.53028263275985,-15.849955665345613
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-06,-0.12191191297820794,-0.23616253269032902,-0.011655969495930665,-186.377097372749,-378.07103824083066,-16.756511651182713
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-07,-0.12283733935859749,-0.23696071698111693,-0.012216576895669377,-187.84658338595128,-379.0270160126406,-17.634777344660023
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-08,-0.12374117461777738,-0.23804323990529355,-0.013076510501445385,-189.2846350584199,-380.3549001579424,-18.85414995842053
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-09,-0.12462363734017078,-0.23909007158125112,-0.015323581107006054,-190.69148218721443,-382.03890061254316,-22.02318251904168
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-10,-0.12548494611019353,-0.24008066223601437,-0.01727500347462177,-192.0673584292657,-384.0458567909624,-24.806834031590963
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-11,-0.12632531951226877,-0.24093983820799658,-0.01753485205282252,-193.412501212338,-385.3129399072292,-24.797377305443383
UEFA vs CONMEBOL,UEFA,CONMEBOL,1992-12,-0.1271449761308195,-0.24204430741196967,-0.01772645156937497,-194.7271516461689,-385.8648465038838,-25.468201454962188
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-01,-0.12794413455026185,-0.24300547342140438,-0.01836264815044963,-196.01155443388015,-386.6886340865054,-26.57098785102418
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-02,-0.1287230133550189,-0.24363718419493113,-0.01932348191613455,-197.2659577837461,-387.1424025981834,-27.983375896499023
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-03,-0.12948183112951334,-0.24473861098639477,-0.02025785572695297,-198.49061332130947,-388.15221462992685,-29.353342493589583
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-04,-0.13022080645816178,-0.2449482732983889,-0.02115949372782811,-199.68577600193305,-390.2593956270754,-30.67700248946534
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-05,-0.13094015792538705,-0.24584336129650808,-0.022028922179420676,-200.85170402386743,-392.28509491194984,-31.954995291150677
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-06,-0.1316401041156117,-0.2467404833864674,-0.02295277287359108,-201.9886587418271,-394.1855835955342,-33.167455888337486
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-07,-0.13232086361325263,-0.24758713149679212,-0.023657268379943957,-203.09690458115708,-393.7286146843723,-34.338287863446496
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-08,-0.13298265500273246,-0.2481604607182311,-0.024434704071065207,-204.17670895266517,-394.3540996334234,-35.485141210486006
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-09,-0.13362569686847373,-0.2489209500617336,-0.025273757298472702,-205.2283421681135,-395.52090119882286,-36.59023423106761
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-10,-0.13425020779489352,-0.24965668495429266,-0.02610363554320233,-206.252077356445,-397.2275513931213,-37.65419610268538
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-11,-0.1348564063664144,-0.25036074429432914,-0.0269095936695715,-207.2481903808159,-398.6742174142751,-38.677661497892714
UEFA vs CONMEBOL,UEFA,CONMEBOL,1993-12,-0.1354445111674587,-0.25098354406577417,-0.02769189633162499,-208.21695975642731,-400.5776577799878,-39.79355594554798
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-01,-0.13601474078244385,-0.2516963028276551,-0.028348377027808815,-209.1586665692269,-402.34775020077035,-40.90365076607398
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-02,-0.1365673137957922,-0.2523403428351073,-0.028964556607043404,-210.07359439554588,-403.0689140783039,-41.61172739281982
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-03,-0.13710244879192593,-0.2531673667970647,-0.029437739513170167,-210.9620292226654,-403.74933347975093,-42.32316448122737
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-04,-0.13762036435526284,-0.2540265664179524,-0.02967504610449448,-211.8242593703774,-404.39998298195303,-43.11883635244748
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-05,-0.1381212790702251,-0.2547085336588448,-0.03010524433235907,-212.66057541360001,-405.02135512626484,-43.89612406652689
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-06,-0.13860541152123473,-0.2553490671950882,-0.030596225326274925,-213.4712701060421,-405.8522391415431,-44.59091307473692
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-07,-0.13907298029270979,-0.25595785788482706,-0.03107405937323137,-214.256638304976,-407.0254778419894,-45.0617143900547
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-08,-0.13952420396907236,-0.2565355230571834,-0.03152818495088311,-215.01697689717454,-408.1442235821418,-45.522245005412415
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-09,-0.1399593011347443,-0.2570826800412763,-0.03195910841772519,-215.75258472600558,-409.1760652496283,-45.995391490972544
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-10,-0.14037849037414396,-0.25752953819429475,-0.03236733613224732,-216.4637625197394,-410.1590012075278,-46.670489981264346
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-11,-0.14078199027169322,-0.25775821272322674,-0.03274278408493521,-217.15081282111854,-411.09395885159853,-47.314842406549715
UEFA vs CONMEBOL,UEFA,CONMEBOL,1994-12,-0.14117001941181395,-0.25797165149318946,-0.03305154946437812,-217.81403991818465,-411.9818704374006,-47.934449708746655
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-01,-0.14154279637892458,-0.2581701549624757,-0.033448012470032845,-218.45374977641157,-412.8236729238247,-48.528563538608424
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-02,-0.14190053975744704,-0.25835402358938186,-0.033736319999867356,-219.07024997219,-413.6203078189541,-48.96062408670913
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-03,-0.14224346813180289,-0.2586954156847512,-0.03396748983573472,-219.66384962765756,-414.3727210283038,-49.31102942237356
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-04,-0.14257180008641102,-0.25904202446091873,-0.03429244685223326,-220.2348593469201,-415.0818627054999,-49.58635904337321
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-05,-0.14288575420569302,-0.2593701621352001,-0.03459995529569341,-220.78359115370233,-415.74868710547906,-50.02407221122919
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-06,-0.14318554907407047,-0.25968019857240526,-0.03484428859436656,-221.31035843042432,-416.37415244019945,-50.33282444424795
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-07,-0.14347140327596242,-0.2599725036373394,-0.03505720540889105,-221.81547585874264,-416.95922073697733,-50.62354499886525
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-08,-0.14374353539579043,-0.26024744719481263,-0.035244006210364956,-222.29925936159154,-417.5048576994467,-50.896506006978676
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-09,-0.14400216401797591,-0.2605053991096333,-0.03541933045984608,-222.76202604671892,-418.0120325712173,-51.15816393767502
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-10,-0.14424750772693817,-0.26074672924660897,-0.035583340215950894,-223.20409415175317,-418.4817180022572,-51.40947808707156
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-11,-0.1444797851070986,-0.26097180747054816,-0.035631105928256586,-223.62578299082972,-418.9148899180536,-51.644914805788886
UEFA vs CONMEBOL,UEFA,CONMEBOL,1995-12,-0.1446992147428785,-0.26118100364626085,-0.0358246907113903,-224.0274129027749,-419.3125273915755,-51.740207179566134
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-01,-0.14490601521869745,-0.2613746876385522,-0.036003309432604706,-224.4093052008756,-419.67561251809855,-51.693305373171086
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-02,-0.14510040511897673,-0.26155322931223307,-0.036124300316294725,-224.77178212426267,-420.0043978244268,-52.00920278886356
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-03,-0.14528260302813756,-0.2617169985321111,-0.03627027294411072,-225.11516679090244,-420.2804985831141,-52.30724804671974
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-04,-0.1454528275305996,-0.2618663651629947,-0.03638318848882829,-225.43978315222404,-420.5236217315089,-52.58786025345435
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-05,-0.1456112972107841,-0.261999107582815,-0.03655306665783083,-225.74595594940405,-420.7348428254682,-52.73608440617447
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-06,-0.14575823065311225,-0.26211441365259336,-0.036711757383606713,-226.03401067130415,-420.9152399654664,-52.96375796571879
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-07,-0.14589384644200384,-0.2622164389652752,-0.0368535114028017,-226.30427351408534,-421.065893677961,-52.970896810740456
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-08,-0.14601836316188005,-0.2621151702532276,-0.03696454968470199,-226.55707134251645,-421.0944069076343,-53.137807044760635
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-09,-0.14613199939716193,-0.2619922346562551,-0.036889572356583154,-226.79273165297363,-420.9380946914684,-53.29642507813664
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-10,-0.1462349737322695,-0.26189280656857844,-0.03678049663394903,-227.01158253814913,-420.756671460327,-53.43709103530908
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-11,-0.14632750475162382,-0.26201093335020326,-0.03671560826521536,-227.21395265348573,-420.55164377080865,-53.56010788912576
UEFA vs CONMEBOL,UEFA,CONMEBOL,1996-12,-0.14640981103964584,-0.26211538227289394,-0.036733636591781374,-227.40017118533163,-420.32451902675257,-53.6657795397603
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-01,-0.1464821111807558,-0.2622077880387456,-0.03684175179740504,-227.57056782083362,-420.2259342453953,-53.75441078823525
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-02,-0.14654462375937466,-0.2622746384620747,-0.03699598835486239,-227.72547271957808,-420.8056238980273,-53.79104966174368
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-03,-0.14659756735992324,-0.2621900828185605,-0.037143867494588464,-227.86521648697845,-421.37368876578887,-53.673207044409075
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-04,-0.14664116056682203,-0.26211294836948373,-0.03721247377942485,-227.99013014942216,-421.40498985914894,-53.713847712125784
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-05,-0.14667562196449183,-0.26210820297492365,-0.037170298544967936,-228.1005451311831,-421.363218331928,-53.689054994714276
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-06,-0.14670117013735343,-0.26201044606259954,-0.03712297696521839,-228.19679323310163,-421.28130159122185,-53.967322673653335
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-07,-0.14671802366982742,-0.26190683225610406,-0.03706551001292535,-228.2792066130379,-421.1585032432356,-53.93329988105978
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-08,-0.14672640114633462,-0.2617977550523527,-0.03711086630303702,-228.3481177681069,-421.01966745329213,-53.78399896091672
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-09,-0.14672652115129567,-0.26168197483501265,-0.03698473329440893,-228.40385951869328,-420.865899238055,-53.91916516750599
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-10,-0.14671860226913133,-0.26172045809629774,-0.03713074427404727,-228.4467649942531,-420.6983048051819,-53.891891634793524
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-11,-0.1467028630842623,-0.2619075713324983,-0.03726863779989748,-228.47716762090553,-420.51799149299075,-53.976730368354
UEFA vs CONMEBOL,UEFA,CONMEBOL,1997-12,-0.14667952218110922,-0.261911008141275,-0.03721823841518029,-228.49540111081527,-420.09472071750565,-54.02597103424137
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-01,-0.14664879814409296,-0.2615844320040709,-0.03726553236277233,-228.50179945336947,-419.9733814142911,-54.09205545514761
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-02,-0.14661090955763412,-0.2613859734582199,-0.03740399374947959,-228.49669690815105,-419.957602564099,-54.10819904480787
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-03,-0.14656607500615337,-0.2614571145299983,-0.03740345835109792,-228.4804279997091,-419.7653839431862,-54.1042184227616
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-04,-0.1465145130740716,-0.26152209554054695,-0.03739741622294841,-228.45332751412892,-419.5661289105904,-54.039326850023436
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-05,-0.14645644234580943,-0.26153999210383155,-0.03739965064254478,-228.4157304974013,-420.04059175449464,-54.05993975782572
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-06,-0.1463920814057874,-0.26135689919884864,-0.03731122712029716,-228.36797225559314,-420.25568154531015,-53.98679224089719
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-07,-0.14632164883842655,-0.2611718667942215,-0.037240899323331716,-228.31038835681986,-420.32629318445896,-53.89407449351721
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-08,-0.14624536322814743,-0.2609853560741954,-0.03715736038443664,-228.2433146350181,-420.3773012594666,-53.79457456315994
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-09,-0.14616344315937055,-0.2607935073725116,-0.03706726233666753,-228.16708719552196,-420.40448226635357,-53.691470312282625
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-10,-0.14607610721651704,-0.26059817524600354,-0.036976193054801786,-228.08204242244076,-420.4302359753652,-53.56855125488746
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-11,-0.1459835739840074,-0.26040293748586263,-0.03687168916830692,-227.98851698783736,-420.4551350793587,-53.622937366441654
UEFA vs CONMEBOL,UEFA,CONMEBOL,1998-12,-0.1458860620462621,-0.26020827730735135,-0.03686740854152211,-227.8868478627099,-420.479040368506,-53.62559686655632
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-01,-0.1457837917153516,-0.2600146216867961,-0.036691263580784166,-227.77737644272145,-420.499435017999,-53.376784250466784
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-02,-0.14567699021394273,-0.25982217264477503,-0.036512608924873735,-227.66046095978075,-420.44979325414204,-53.124265851812794
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-03,-0.1455658864923514,-0.25963107596293045,-0.036331650666608845,-227.5364642448745,-420.22353326490526,-52.86834209528077
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-04,-0.1454507095008945,-0.2594414774229069,-0.036148594898808284,-227.40574961240156,-420.21162754472584,-52.60931352955157
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-05,-0.1453316881898881,-0.25925352280634345,-0.03596364771428906,-227.26868084174237,-420.1988718960204,-52.34748082623413
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-06,-0.14520905150964805,-0.2590673578948847,-0.03577701520586927,-227.12562215945843,-420.08713621434663,-52.083144779091654
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-07,-0.14508302841049134,-0.25888312847017214,-0.035588903466368435,-226.97693822212258,-419.96317589399825,-51.81660630354544
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-08,-0.14495384784273393,-0.25870098031384864,-0.03539951858860451,-226.82299409977867,-419.8429853170773,-51.548166436457
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-09,-0.14482173875669177,-0.2585210592075566,-0.03520906666539375,-226.66415526003883,-419.72675398047437,-51.2781263361967
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-10,-0.14468693010268183,-0.25834351093293734,-0.03501775378955668,-226.5007875528198,-419.6146715769374,-51.01839909826351
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-11,-0.14454965083102,-0.2581684812716347,-0.034825786053909506,-226.3332571957139,-419.50692799736066,-50.76115807043358
UEFA vs CONMEBOL,UEFA,CONMEBOL,1999-12,-0.14441012989202226,-0.2579961160052893,-0.03463336955127187,-226.16193076000607,-419.4037133331166,-50.593986972125826
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-01,-0.14426859623600558,-0.2578265609155458,-0.03444518066892656,-225.98717515733395,-419.3052178784227,-50.53749468848337
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-02,-0.14412527881328593,-0.257697574533488,-0.034264522262408066,-225.8093576269896,-419.21163213273155,-50.48612805072993
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-03,-0.14398040657417915,-0.25758348485527427,-0.03408456657910511,-225.62884572387122,-419.12314680314637,-50.43992964796801
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-04,-0.14383420846900236,-0.25747247337029916,-0.03399641244222332,-225.44600730708459,-419.03995280688247,-50.39894217450984
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-05,-0.14368691344807144,-0.25736465161338734,-0.03396438829590226,-225.2612105291884,-418.9622412737431,-50.36320842857261
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-06,-0.1435387504617022,-0.25726013111936236,-0.0339358765618585,-225.07482382609567,-418.89020354863226,-50.3327713109525
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-07,-0.14338994846021183,-0.257159023423053,-0.033910905280497144,-224.88721590762754,-418.8240311941088,-50.30767382370141
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-08,-0.14324073639391618,-0.2570614400592821,-0.03388950249222339,-224.69875574871475,-418.7639159929445,-50.28795906878257
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-09,-0.14309134321313105,-0.2569674925628759,-0.03387169623744222,-224.50981258125896,-418.71004995074196,-50.125069507986545
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-10,-0.1429419978681737,-0.25687729246865965,-0.03385751455655633,-224.3207558866484,-418.6626252985661,-49.89651833604289
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-11,-0.14279292930935983,-0.2567909513114589,-0.03384698548997164,-224.13195538892526,-418.62183449561155,-49.67576875408738
UEFA vs CONMEBOL,UEFA,CONMEBOL,2000-12,-0.14264436648700546,-0.2567085806260988,-0.033842072730403426,-223.94378104861417,-418.5878702319007,-49.46299940518631
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-01,-0.14249653835142764,-0.25663029194740494,-0.033844658840686284,-223.7566030572082,-418.5609254310145,-49.25838907643118
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-02,-0.1423496738529422,-0.25655619681020175,-0.03385118138163093,-223.57079183230783,-418.54119325285006,-49.06211670203477
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-03,-0.14220400194186505,-0.2564791304381251,-0.03365789508918075,-223.38671801342403,-418.5288670964203,-48.8786773424384
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-04,-0.14205975156851333,-0.25640622566338805,-0.03333415600814936,-223.20475245843917,-418.5241406026694,-48.49847336862537
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-05,-0.14191715168320285,-0.25633777040613925,-0.03300509194266573,-223.02526624072422,-418.52720765733477,-48.026467304129675
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-06,-0.14177643123624958,-0.25627388330315604,-0.032671261591775,-222.84863064691942,-418.4886392761176,-47.547238182504515
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-07,-0.1416378191779705,-0.2562146829912119,-0.03233322365452081,-222.6752171753761,-418.41093226905906,-47.06161045039471
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-08,-0.14150154445868157,-0.2561602881070876,-0.032212244512434526,-222.50539753525456,-418.3360960047867,-46.6305982608572
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-09,-0.14136783602869865,-0.25611081728755714,-0.032191288072134255,-222.33954364628772,-418.264531138087,-46.61075732192028
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-10,-0.1412369228383388,-0.25606638916939817,-0.03218305556493468,-222.17802763920588,-418.196638647909,-46.61727150874893
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-11,-0.14110903383791795,-0.2558369926395895,-0.032192266532335576,-222.02122185681958,-418.13281984045693,-46.63973349627714
UEFA vs CONMEBOL,UEFA,CONMEBOL,2001-12,-0.14098439797775203,-0.2556016877752641,-0.03220828912419246,-221.86949885576854,-418.0734763526276,-46.67206481271342
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-01,-0.140863244208158,-0.2553700190400409,-0.032087436358069335,-221.72323140893297,-418.01901015581626,-46.71431973179827
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-02,-0.14074580147945182,-0.2551422954191521,-0.03188002839808147,-221.58279250850435,-417.969823560073,-46.563935275748975
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-03,-0.14063229874194938,-0.2549188258978248,-0.03167536072373871,-221.44855536972238,-417.9263192186214,-46.2674963522351
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-04,-0.14052296494596772,-0.2548015788240492,-0.03147379922084493,-221.32089343527645,-417.8889001327282,-45.97545035413506
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-05,-0.14041802904182268,-0.25476462106230047,-0.031321698101553525,-221.20018038036685,-417.8458351802218,-45.68835224078103
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-06,-0.14031771997983036,-0.2547297317157432,-0.031322022594325295,-221.08679011843415,-417.794799390511,-45.52662124799035
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-07,-0.14022226671030766,-0.25470193817520514,-0.03127393082255578,-220.98109680755337,-417.75080430796584,-45.50808330605194
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-08,-0.1401318981835704,-0.25468140169283193,-0.031012634269491208,-220.88347485749009,-417.71428928929475,-45.50321355047813
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-09,-0.14004684334993478,-0.25466828352077,-0.030754721690936838,-220.79429893742622,-417.48653659339504,-45.50532236117172
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-10,-0.1399673311597175,-0.2546724089831091,-0.03050975420225499,-220.7139439843514,-417.1236001880474,-45.43437348483175
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-11,-0.1398935905632346,-0.25469019251171693,-0.030595229866426404,-220.64278521211952,-416.76978509678025,-45.49671833710445
UEFA vs CONMEBOL,UEFA,CONMEBOL,2002-12,-0.1398258505108022,-0.2546882608081099,-0.03074556100796554,-220.581198121176,-416.4259522576962,-45.55314020942467
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-01,-0.13976433995273696,-0.2545813889441214,-0.030802619495893215,-220.52955850895233,-416.2876422318169,-45.5710041890216
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-02,-0.139709287839355,-0.25473882472581805,-0.03066825629169641,-220.48824248093007,-416.44270992034234,-45.48207712817086
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-03,-0.1396609231209724,-0.2548318309220061,-0.030542708588401933,-220.45762646237588,-416.59805394813293,-45.33074203627799
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-04,-0.13961947474790576,-0.25489457478148275,-0.03055734489190299,-220.4380872107487,-416.76841413361234,-45.188237597905264
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-05,-0.13958517167047121,-0.2549659166448105,-0.03058450672351133,-220.43000182877833,-416.9148299247757,-45.054961603997604
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-06,-0.13955824283898496,-0.2550413498459364,-0.030617963893769515,-220.43374777821927,-417.183839292741,-44.931312211753934
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-07,-0.13953891720376352,-0.25512557957972415,-0.030546198030778335,-220.44970289427926,-417.43645124735883,-44.81768795152575
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-08,-0.13952742371512297,-0.2552176142832547,-0.030469427286036875,-220.47824540072477,-417.7052289044907,-44.71448773405446
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-09,-0.13952399132337967,-0.2553142956193444,-0.030410869797167596,-220.51975392566544,-417.97362768049044,-44.62211085803617
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-10,-0.13952884897884998,-0.25542038720253035,-0.030359767457019737,-220.5746075180174,-418.2522426460875,-44.5440199527794
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-11,-0.13954222563185006,-0.25553603777340955,-0.030396844450093635,-220.64318566464988,-418.42350069096165,-44.490424147575844
UEFA vs CONMEBOL,UEFA,CONMEBOL,2003-12,-0.13956435023269623,-0.25559895737698113,-0.03036406866011761,-220.7258683082152,-418.50172650822833,-44.60725955493975
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-01,-0.13959545173170482,-0.2556352576520226,-0.030339832944146577,-220.82303586566385,-418.58824720696293,-44.8705573140472
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-02,-0.13963575907919204,-0.25567741157929047,-0.0303243728816542,-220.9350692474499,-418.6880971407017,-45.14564395104177
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-03,-0.1396855012254743,-0.2557292536039043,-0.030317924052113296,-221.06234987742565,-418.8061101831422,-45.43270523293386
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-04,-0.13974490712086773,-0.2557910198164196,-0.030320722034992593,-221.20525971342852,-418.9426801203663,-45.596773389968554
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-05,-0.13981420571568864,-0.25585588986698415,-0.030333002409767405,-221.36418126856748,-419.0216262531121,-45.57306481931345
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-06,-0.13989362596025356,-0.25591153425448127,-0.03035500075590801,-221.5394976332051,-419.11869833349164,-45.56578303397289
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-07,-0.13998339680487837,-0.2559778437050369,-0.030386952652885633,-221.7315924976414,-419.238720538073,-45.57548422855033
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-08,-0.14008374719987957,-0.2560550433348252,-0.03042909368017398,-221.940850175507,-419.3822623703971,-45.60272526861297
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-09,-0.1401949060955737,-0.2561515633869725,-0.030481659417243245,-222.16765562786105,-419.81157716083464,-45.66103979609272
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-10,-0.1403171024422765,-0.2563633440100275,-0.03054488544356634,-222.41239448800093,-420.19896237221514,-45.74136422067357
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-11,-0.14045056519030452,-0.2565332432409963,-0.030625562906358192,-222.67545308699388,-420.4792968831286,-45.84050559295231
UEFA vs CONMEBOL,UEFA,CONMEBOL,2004-12,-0.14059552328997443,-0.2566886311017883,-0.030751672898647532,-222.95721847992337,-420.7814751003886,-46.01121916425387
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-01,-0.1407522056916018,-0.2568559733984213,-0.031021643595761327,-223.25807847286003,-421.10590026402355,-46.427297280365494
