month,threshold,confederation,share,share_pct
2017-12,5,CONCACAF,0.0,0.0
2017-12,5,CONMEBOL,0.0,0.0
2017-12,5,OFC,0.0,0.0
2017-12,5,UEFA,0.0,0.0
2018-01,5,AFC,0.0,0.0
2018-01,5,CAF,0.0,0.0
2018-01,5,CONCACAF,0.4,40.0
2018-01,5,CONMEBOL,0.0,0.0
2018-01,5,OFC,0.0,0.0
2018-01,5,UEFA,0.6,60.0
2018-02,5,AFC,0.6,60.0
2018-02,5,CAF,0.0,0.0
2018-02,5,CONCACAF,0.0,0.0
2018-02,5,CONMEBOL,0.0,0.0
2018-02,5,OFC,0.0,0.0
2018-02,5,UEFA,0.4,40.0
2018-03,5,AFC,0.0,0.0
2018-03,5,CAF,0.0,0.0
2018-03,5,CONCACAF,0.0,0.0
2018-03,5,CONMEBOL,0.6,60.0
2018-03,5,OFC,0.0,0.0
2018-03,5,UEFA,0.4,40.0
2018-04,5,AFC,0.0,0.0
2018-04,5,CAF,0.2,20.0
2018-04,5,CONCACAF,0.8,80.0
2018-04,5,CONMEBOL,0.0,0.0
2018-04,5,OFC,0.0,0.0
2018-04,5,UEFA,0.0,0.0
2018-05,5,AFC,0.0,0.0
2018-05,5,CAF,0.0,0.0
2018-05,5,CONCACAF,0.0,0.0
2018-05,5,CONMEBOL,0.4,40.0
2018-05,5,OFC,0.0,0.0
2018-05,5,UEFA,0.6,60.0
2018-06,5,AFC,0.0,0.0
2018-06,5,CAF,0.0,0.0
2018-06,5,CONCACAF,0.0,0.0
2018-06,5,CONMEBOL,0.4,40.0
2018-06,5,OFC,0.0,0.0
2018-06,5,UEFA,0.6,60.0
2018-07,5,AFC,0.0,0.0
2018-07,5,CAF,0.0,0.0
2018-07,5,CONCACAF,0.0,0.0
2018-07,5,CONMEBOL,0.2,20.0
2018-07,5,OFC,0.0,0.0
2018-07,5,UEFA,0.8,80.0
2018-08,5,AFC,0.6,60.0
2018-08,5,CAF,0.0,0.0
2018-08,5,CONCACAF,0.4,40.0
2018-08,5,CONMEBOL,0.0,0.0
2018-08,5,OFC,0.0,0.0
2018-08,5,UEFA,0.0,0.0
2018-09,5,AFC,0.0,0.0
2018-09,5,CAF,0.0,0.0
2018-09,5,CONCACAF,0.0,0.0
2018-09,5,CONMEBOL,0.4,40.0
2018-09,5,OFC,0.0,0.0
2018-09,5,UEFA,0.6,60.0
2018-10,5,AFC,0.0,0.0
2018-10,5,CAF,0.0,0.0
2018-10,5,CONCACAF,0.0,0.0
2018-10,5,CONMEBOL,0.2,20.0
2018-10,5,OFC,0.0,0.0
2018-10,5,UEFA,0.8,80.0
2018-11,5,AFC,0.0,0.0
2018-11,5,CAF,0.0,0.0
2018-11,5,CONCACAF,0.0,0.0
2018-11,5,CONMEBOL,0.2,20.0
2018-11,5,OFC,0.0,0.0
2018-11,5,UEFA,0.8,80.0
2018-12,5,AFC,1.0,100.0
2018-12,5,CAF,0.0,0.0
2018-12,5,CONCACAF,0.0,0.0
2018-12,5,CONMEBOL,0.0,0.0
2018-12,5,OFC,0.0,0.0
2018-12,5,UEFA,0.0,0.0
2019-01,5,AFC,0.8,80.0
2019-01,5,CAF,0.0,0.0
2019-01,5,CONCACAF,0.0,0.0
2019-01,5,CONMEBOL,0.0,0.0
2019-01,5,OFC,0.0,0.0
2019-01,5,UEFA,0.2,20.0
2019-02,5,AFC,0.4,40.0
2019-02,5,CAF,0.0,0.0
2019-02,5,CONCACAF,0.6,60.0
2019-02,5,CONMEBOL,0.0,0.0
2019-02,5,OFC,0.0,0.0
2019-02,5,UEFA,0.0,0.0
2019-03,5,AFC,0.0,0.0
2019-03,5,CAF,0.0,0.0
2019-03,5,CONCACAF,0.0,0.0
2019-03,5,CONMEBOL,0.2,20.0
2019-03,5,OFC,0.0,0.0
2019-03,5,UEFA,0.8,80.0
2019-05,5,AFC,0.0,0.0
2019-05,5,CAF,0.4,40.0
2019-05,5,CONCACAF,0.2,20.0
2019-05,5,CONMEBOL,0.0,0.0
2019-05,5,OFC,0.0,0.0
2019-05,5,UEFA,0.4,40.0
2019-06,5,AFC,0.0,0.0
2019-06,5,CAF,0.0,0.0
2019-06,5,CONCACAF,0.2,20.0
2019-06,5,CONMEBOL,0.2,20.0
2019-06,5,OFC,0.0,0.0
2019-06,5,UEFA,0.6,60.0
2019-07,5,AFC,0.0,0.0
2019-07,5,CAF,0.2,20.0
2019-07,5,CONCACAF,0.2,20.0
2019-07,5,CONMEBOL,0.6,60.0
2019-07,5,OFC,0.0,0.0
2019-07,5,UEFA,0.0,0.0
2019-08,5,AFC,1.0,100.0
2019-08,5,CAF,0.0,0.0
2019-08,5,CONCACAF,0.0,0.0
2019-08,5,CONMEBOL,0.0,0.0
2019-08,5,OFC,0.0,0.0
2019-08,5,UEFA,0.0,0.0
2019-09,5,AFC,0.0,0.0
2019-09,5,CAF,0.0,0.0
2019-09,5,CONCACAF,0.2,20.0
2019-09,5,CONMEBOL,0.2,20.0
2019-09,5,OFC,0.0,0.0
2019-09,5,UEFA,0.6,60.0
2019-10,5,AFC,0.0,0.0
2019-10,5,CAF,0.0,0.0
2019-10,5,CONCACAF,0.0,0.0
2019-10,5,CONMEBOL,0.2,20.0
2019-10,5,OFC,0.0,0.0
2019-10,5,UEFA,0.8,80.0
2019-11,5,AFC,0.0,0.0
2019-11,5,CAF,0.0,0.0
2019-11,5,CONCACAF,0.0,0.0
2019-11,5,CONMEBOL,0.4,40.0
2019-11,5,OFC,0.0,0.0
2019-11,5,UEFA,0.6,60.0
2019-12,5,AFC,1.0,100.0
2019-12,5,CAF,0.0,0.0
2019-12,5,CONCACAF,0.0,0.0
2019-12,5,CONMEBOL,0.0,0.0
2019-12,5,OFC,0.0,0.0
2019-12,5,UEFA,0.0,0.0
2020-01,5,AFC,0.0,0.0
2020-01,5,CAF,0.0,0.0
2020-01,5,CONCACAF,0.4,40.0
2020-01,5,CONMEBOL,0.0,0.0
2020-01,5,OFC,0.0,0.0
2020-01,5,UEFA,0.6,60.0
2020-02,5,AFC,0.0,0.0
2020-02,5,CAF,0.0,0.0
2020-02,5,CONCACAF,1.0,100.0
2020-02,5,CONMEBOL,0.0,0.0
2020-02,5,OFC,0.0,0.0
2020-02,5,UEFA,0.0,0.0
2020-09,5,AFC,0.0,0.0
2020-09,5,CAF,0.0,0.0
2020-09,5,CONCACAF,0.0,0.0
2020-09,5,CONMEBOL,0.0,0.0
2020-09,5,OFC,0.0,0.0
2020-09,5,UEFA,1.0,100.0
2020-10,5,AFC,0.0,0.0
2020-10,5,CAF,0.0,0.0
2020-10,5,CONCACAF,0.0,0.0
2020-10,5,CONMEBOL,0.2,20.0
2020-10,5,OFC,0.0,0.0
2020-10,5,UEFA,0.8,80.0
2020-11,5,AFC,0.0,0.0
2020-11,5,CAF,0.0,0.0
2020-11,5,CONCACAF,0.0,0.0
2020-11,5,CONMEBOL,0.2,20.0
2020-11,5,OFC,0.0,0.0
2020-11,5,UEFA,0.8,80.0
2020-12,5,AFC,0.5,50.0
2020-12,5,CAF,0.0,0.0
2020-12,5,CONCACAF,0.5,50.0
2020-12,5,CONMEBOL,0.0,0.0
2020-12,5,OFC,0.0,0.0
2020-12,5,UEFA,0.0,0.0
2021-01,5,AFC,0.2,20.0
2021-01,5,CAF,0.0,0.0
2021-01,5,CONCACAF,0.6,60.0
2021-01,5,CONMEBOL,0.0,0.0
2021-01,5,OFC,0.0,0.0
2021-01,5,UEFA,0.2,20.0
2021-02,5,AFC,0.6,60.0
2021-02,5,CAF,0.0,0.0
2021-02,5,CONCACAF,0.4,40.0
2021-02,5,CONMEBOL,0.0,0.0
2021-02,5,OFC,0.0,0.0
2021-02,5,UEFA,0.0,0.0
2021-03,5,AFC,0.0,0.0
2021-03,5,CAF,0.0,0.0
2021-03,5,CONCACAF,0.0,0.0
2021-03,5,CONMEBOL,0.0,0.0
2021-03,5,OFC,0.0,0.0
2021-03,5,UEFA,1.0,100.0
2021-05,5,AFC,0.0,0.0
2021-05,5,CAF,0.0,0.0
2021-05,5,CONCACAF,0.2,20.0
2021-05,5,CONMEBOL,0.0,0.0
2021-05,5,OFC,0.0,0.0
2021-05,5,UEFA,0.8,80.0
2021-06,5,AFC,0.0,0.0
2021-06,5,CAF,0.0,0.0
2021-06,5,CONCACAF,0.0,0.0
2021-06,5,CONMEBOL,0.4,40.0
2021-06,5,OFC,0.0,0.0
2021-06,5,UEFA,0.6,60.0
2021-07,5,AFC,0.0,0.0
2021-07,5,CAF,0.0,0.0
2021-07,5,CONCACAF,0.0,0.0
2021-07,5,CONMEBOL,0.4,40.0
2021-07,5,OFC,0.0,0.0
2021-07,5,UEFA,0.6,60.0
2021-08,5,AFC,0.0,0.0
2021-08,5,CAF,0.2,20.0
2021-08,5,CONCACAF,0.8,80.0
2021-08,5,CONMEBOL,0.0,0.0
2021-08,5,OFC,0.0,0.0
2021-08,5,UEFA,0.0,0.0
2021-09,5,AFC,0.0,0.0
2021-09,5,CAF,0.0,0.0
2021-09,5,CONCACAF,0.0,0.0
2021-09,5,CONMEBOL,0.4,40.0
2021-09,5,OFC,0.0,0.0
2021-09,5,UEFA,0.6,60.0
2021-10,5,AFC,0.0,0.0
2021-10,5,CAF,0.0,0.0
2021-10,5,CONCACAF,0.0,0.0
2021-10,5,CONMEBOL,0.4,40.0
2021-10,5,OFC,0.0,0.0
2021-10,5,UEFA,0.6,60.0
2021-11,5,AFC,0.0,0.0
2021-11,5,CAF,0.0,0.0
2021-11,5,CONCACAF,0.0,0.0
2021-11,5,CONMEBOL,0.4,40.0
2021-11,5,OFC,0.0,0.0
2021-11,5,UEFA,0.6,60.0
2021-12,5,AFC,0.0,0.0
2021-12,5,CAF,0.2,20.0
2021-12,5,CONCACAF,0.4,40.0
2021-12,5,CONMEBOL,0.4,40.0
2021-12,5,OFC,0.0,0.0
2021-12,5,UEFA,0.0,0.0
2022-01,5,AFC,0.2,20.0
2022-01,5,CAF,0.0,0.0
2022-01,5,CONCACAF,0.2,20.0
2022-01,5,CONMEBOL,0.6,60.0
2022-01,5,OFC,0.0,0.0
2022-01,5,UEFA,0.0,0.0
2022-02,5,AFC,0.2,20.0
2022-02,5,CAF,0.0,0.0
2022-02,5,CONCACAF,0.4,40.0
2022-02,5,CONMEBOL,0.4,40.0
2022-02,5,OFC,0.0,0.0
2022-02,5,UEFA,0.0,0.0
2022-03,5,AFC,0.0,0.0
2022-03,5,CAF,0.0,0.0
2022-03,5,CONCACAF,0.0,0.0
2022-03,5,CONMEBOL,0.4,40.0
2022-03,5,OFC,0.0,0.0
2022-03,5,UEFA,0.6,60.0
2022-04,5,AFC,0.0,0.0
2022-04,5,CAF,0.0,0.0
2022-04,5,CONCACAF,1.0,100.0
2022-04,5,CONMEBOL,0.0,0.0
2022-04,5,OFC,0.0,0.0
2022-04,5,UEFA,0.0,0.0
2022-05,5,AFC,0.6,60.0
2022-05,5,CAF,0.2,20.0
2022-05,5,CONCACAF,0.2,20.0
2022-05,5,CONMEBOL,0.0,0.0
2022-05,5,OFC,0.0,0.0
2022-05,5,UEFA,0.0,0.0
2022-06,5,AFC,0.0,0.0
2022-06,5,CAF,0.0,0.0
2022-06,5,CONCACAF,0.0,0.0
2022-06,5,CONMEBOL,0.4,40.0
2022-06,5,OFC,0.0,0.0
2022-06,5,UEFA,0.6,60.0
2022-07,5,AFC,0.6,60.0
2022-07,5,CAF,0.4,40.0
2022-07,5,CONCACAF,0.0,0.0
2022-07,5,CONMEBOL,0.0,0.0
2022-07,5,OFC,0.0,0.0
2022-07,5,UEFA,0.0,0.0
2022-08,5,AFC,0.0,0.0
2022-08,5,CAF,0.0,0.0
2022-08,5,CONCACAF,0.5,50.0
2022-08,5,CONMEBOL,0.5,50.0
2022-08,5,OFC,0.0,0.0
2022-08,5,UEFA,0.0,0.0
2022-09,5,AFC,0.0,0.0
2022-09,5,CAF,0.0,0.0
2022-09,5,CONCACAF,0.0,0.0
2022-09,5,CONMEBOL,0.4,40.0
2022-09,5,OFC,0.0,0.0
2022-09,5,UEFA,0.6,60.0
2022-10,5,AFC,0.4,40.0
2022-10,5,CAF,0.0,0.0
2022-10,5,CONCACAF,0.2,20.0
2022-10,5,CONMEBOL,0.0,0.0
2022-10,5,OFC,0.0,0.0
2022-10,5,UEFA,0.4,40.0
2022-11,5,AFC,0.0,0.0
2022-11,5,CAF,0.0,0.0
2022-11,5,CONCACAF,0.0,0.0
2022-11,5,CONMEBOL,0.4,40.0
2022-11,5,OFC,0.0,0.0
2022-11,5,UEFA,0.6,60.0
2022-12,5,AFC,0.0,0.0
2022-12,5,CAF,0.0,0.0
2022-12,5,CONCACAF,0.0,0.0
2022-12,5,CONMEBOL,0.4,40.0
2022-12,5,OFC,0.0,0.0
2022-12,5,UEFA,0.6,60.0
2023-01,5,AFC,0.2,20.0
2023-01,5,CAF,0.0,0.0
2023-01,5,CONCACAF,0.4,40.0
2023-01,5,CONMEBOL,0.0,0.0
2023-01,5,OFC,0.0,0.0
2023-01,5,UEFA,0.4,40.0
2023-02,5,AFC,0.0,0.0
2023-02,5,CAF,0.0,0.0
2023-02,5,CONCACAF,1.0,100.0
2023-02,5,CONMEBOL,0.0,0.0
2023-02,5,OFC,0.0,0.0
2023-02,5,UEFA,0.0,0.0
2023-03,5,AFC,0.0,0.0
2023-03,5,CAF,0.0,0.0
2023-03,5,CONCACAF,0.0,0.0
2023-03,5,CONMEBOL,0.4,40.0
2023-03,5,OFC,0.0,0.0
2023-03,5,UEFA,0.6,60.0
2023-04,5,AFC,0.0,0.0
2023-04,5,CAF,0.0,0.0
2023-04,5,CONCACAF,1.0,100.0
2023-04,5,CONMEBOL,0.0,0.0
2023-04,5,OFC,0.0,0.0
2023-04,5,UEFA,0.0,0.0
2023-06,5,AFC,0.0,0.0
2023-06,5,CAF,0.0,0.0
2023-06,5,CONCACAF,0.0,0.0
2023-06,5,CONMEBOL,0.4,40.0
2023-06,5,OFC,0.0,0.0
2023-06,5,UEFA,0.6,60.0
2023-07,5,AFC,0.0,0.0
2023-07,5,CAF,0.0,0.0
2023-07,5,CONCACAF,1.0,100.0
2023-07,5,CONMEBOL,0.0,0.0
2023-07,5,OFC,0.0,0.0
2023-07,5,UEFA,0.0,0.0
2023-08,5,AFC,0.0,0.0
2023-08,5,CAF,0.4,40.0
2023-08,5,CONCACAF,0.2,20.0
2023-08,5,CONMEBOL,0.2,20.0
2023-08,5,OFC,0.2,20.0
2023-08,5,UEFA,0.0,0.0
2023-09,5,AFC,0.0,0.0
2023-09,5,CAF,0.0,0.0
2023-09,5,CONCACAF,0.0,0.0
2023-09,5,CONMEBOL,0.4,40.0
2023-09,5,OFC,0.0,0.0
2023-09,5,UEFA,0.6,60.0
2023-10,5,AFC,0.0,0.0
2023-10,5,CAF,0.0,0.0
2023-10,5,CONCACAF,0.0,0.0
2023-10,5,CONMEBOL,0.4,40.0
2023-10,5,OFC,0.0,0.0
2023-10,5,UEFA,0.6,60.0
2023-11,5,AFC,0.0,0.0
2023-11,5,CAF,0.0,0.0
2023-11,5,CONCACAF,0.0,0.0
2023-11,5,CONMEBOL,0.4,40.0
2023-11,5,OFC,0.0,0.0
2023-11,5,UEFA,0.6,60.0
2023-12,5,AFC,0.0,0.0
2023-12,5,CAF,0.0,0.0
2023-12,5,CONCACAF,0.4,40.0
2023-12,5,CONMEBOL,0.0,0.0
2023-12,5,OFC,0.6,60.0
2023-12,5,UEFA,0.0,0.0
2024-01,5,AFC,0.6,60.0
2024-01,5,CAF,0.4,40.0
2024-01,5,CONCACAF,0.0,0.0
2024-01,5,CONMEBOL,0.0,0.0
2024-01,5,OFC,0.0,0.0
2024-01,5,UEFA,0.0,0.0
2024-02,5,AFC,1.0,100.0
2024-02,5,CAF,0.0,0.0
2024-02,5,CONCACAF,0.0,0.0
2024-02,5,CONMEBOL,0.0,0.0
2024-02,5,OFC,0.0,0.0
2024-02,5,UEFA,0.0,0.0
2024-03,5,AFC,0.0,0.0
2024-03,5,CAF,0.0,0.0
2024-03,5,CONCACAF,0.2,20.0
2024-03,5,CONMEBOL,0.4,40.0
2024-03,5,OFC,0.0,0.0
2024-03,5,UEFA,0.4,40.0
2024-04,5,AFC,0.0,0.0
2024-04,5,CAF,0.0,0.0
2024-04,5,CONCACAF,1.0,100.0
2024-04,5,CONMEBOL,0.0,0.0
2024-04,5,OFC,0.0,0.0
2024-04,5,UEFA,0.0,0.0
2024-05,5,AFC,0.0,0.0
2024-05,5,CAF,0.0,0.0
2024-05,5,CONCACAF,0.6,60.0
2024-05,5,CONMEBOL,0.4,40.0
2024-05,5,OFC,0.0,0.0
2024-05,5,UEFA,0.0,0.0
2024-06,5,AFC,0.0,0.0
2024-06,5,CAF,0.0,0.0
2024-06,5,CONCACAF,0.2,20.0
2024-06,5,CONMEBOL,0.4,40.0
2024-06,5,OFC,0.0,0.0
2024-06,5,UEFA,0.4,40.0
2024-07,5,AFC,0.0,0.0
2024-07,5,CAF,0.0,0.0
2024-07,5,CONCACAF,0.2,20.0
2024-07,5,CONMEBOL,0.4,40.0
2024-07,5,OFC,0.0,0.0
2024-07,5,UEFA,0.4,40.0
2024-08,5,AFC,1.0,100.0
2024-08,5,CAF,0.0,0.0
2024-08,5,CONCACAF,0.0,0.0
2024-08,5,CONMEBOL,0.0,0.0
2024-08,5,OFC,0.0,0.0
2024-08,5,UEFA,0.0,0.0
2024-09,5,AFC,0.0,0.0
2024-09,5,CAF,0.0,0.0
2024-09,5,CONCACAF,0.2,20.0
2024-09,5,CONMEBOL,0.2,20.0
2024-09,5,OFC,0.0,0.0
2024-09,5,UEFA,0.6,60.0
2024-10,5,AFC,0.0,0.0
2024-10,5,CAF,0.0,0.0
2024-10,5,CONCACAF,0.2,20.0
2024-10,5,CONMEBOL,0.4,40.0
2024-10,5,OFC,0.0,0.0
2024-10,5,UEFA,0.4,40.0
2024-11,5,AFC,0.0,0.0
2024-11,5,CAF,0.0,0.0
2024-11,5,CONCACAF,0.0,0.0
2024-11,5,CONMEBOL,0.4,40.0
2024-11,5,OFC,0.0,0.0
2024-11,5,UEFA,0.6,60.0
2024-12,5,AFC,1.0,100.0
2024-12,5,CAF,0.0,0.0
2024-12,5,CONCACAF,0.0,0.0
2024-12,5,CONMEBOL,0.0,0.0
2024-12,5,OFC,0.0,0.0
2024-12,5,UEFA,0.0,0.0
2025-01,5,AFC,0.4,40.0
2025-01,5,CAF,0.0,0.0
2025-01,5,CONCACAF,0.6,60.0
2025-01,5,CONMEBOL,0.0,0.0
2025-01,5,OFC,0.0,0.0
2025-01,5,UEFA,0.0,0.0
2025-02,5,AFC,0.2,20.0
2025-02,5,CAF,0.0,0.0
2025-02,5,CONCACAF,0.6,60.0
2025-02,5,CONMEBOL,0.2,20.0
2025-02,5,OFC,0.0,0.0
2025-02,5,UEFA,0.0,0.0
2025-03,5,AFC,0.0,0.0
2025-03,5,CAF,0.0,0.0
2025-03,5,CONCACAF,0.0,0.0
2025-03,5,CONMEBOL,0.2,20.0
2025-03,5,OFC,0.0,0.0
2025-03,5,UEFA,0.8,80.0
2025-05,5,AFC,0.6,60.0
2025-05,5,CAF,0.2,20.0
2025-05,5,CONCACAF,0.2,20.0
2025-05,5,CONMEBOL,0.0,0.0
2025-05,5,OFC,0.0,0.0
2025-05,5,UEFA,0.0,0.0
2025-06,5,AFC,0.0,0.0
2025-06,5,CAF,0.0,0.0
2025-06,5,CONCACAF,0.0,0.0
2025-06,5,CONMEBOL,0.4,40.0
2025-06,5,OFC,0.0,0.0
2025-06,5,UEFA,0.6,60.0
2025-07,5,AFC,0.0,0.0
2025-07,5,CAF,0.0,0.0
2025-07,5,CONCACAF,1.0,100.0
2025-07,5,CONMEBOL,0.0,0.0
2025-07,5,OFC,0.0,0.0
2025-07,5,UEFA,0.0,0.0
2025-08,5,AFC,0.5,50.0
2025-08,5,CAF,0.0,0.0
2025-08,5,CONCACAF,0.5,50.0
2025-08,5,CONMEBOL,0.0,0.0
2025-08,5,OFC,0.0,0.0
2025-08,5,UEFA,0.0,0.0
2025-09,5,AFC,0.0,0.0
2025-09,5,CAF,0.0,0.0
2025-09,5,CONCACAF,0.0,0.0
2025-09,5,CONMEBOL,0.2,20.0
2025-09,5,OFC,0.0,0.0
2025-09,5,UEFA,0.8,80.0
2025-10,5,AFC,0.0,0.0
2025-10,5,CAF,0.0,0.0
2025-10,5,CONCACAF,0.0,0.0
2025-10,5,CONMEBOL,0.2,20.0
2025-10,5,OFC,0.0,0.0
2025-10,5,UEFA,0.8,80.0
2025-11,5,AFC,0.0,0.0
2025-11,5,CAF,0.0,0.0
2025-11,5,CONCACAF,0.2,20.0
2025-11,5,CONMEBOL,0.2,20.0
2025-11,5,OFC,0.0,0.0
2025-11,5,UEFA,0.6,60.0
2025-12,5,AFC,0.0,0.0
2025-12,5,CAF,1.0,100.0
2025-12,5,CONCACAF,0.0,0.0
2025-12,5,CONMEBOL,0.0,0.0
2025-12,5,OFC,0.0,0.0
2025-12,5,UEFA,0.0,0.0
2026-01,5,AFC,0.0,0.0
2026-01,5,CAF,0.8,80.0
2026-01,5,CONCACAF,0.2,20.0
2026-01,5,CONMEBOL,0.0,0.0
2026-01,5,OFC,0.0,0.0
2026-01,5,UEFA,0.0,0.0
2026-02,5,AFC,0.0,0.0
2026-02,5,CAF,0.0,0.0
2026-02,5,CONCACAF,0.5,50.0
2026-02,5,CONMEBOL,0.0,0.0
2026-02,5,OFC,0.0,0.0
2026-02,5,UEFA,0.5,50.0
2026-03,5,AFC,0.0,0.0
2026-03,5,CAF,0.0,0.0
2026-03,5,CONCACAF,0.0,0.0
2026-03,5,CONMEBOL,0.4,40.0
2026-03,5,OFC,0.0,0.0
2026-03,5,UEFA,0.6,60.0
2026-05,5,AFC,0.2,20.0
2026-05,5,CAF,0.2,20.0
2026-05,5,CONCACAF,0.0,0.0
2026-05,5,CONMEBOL,0.4,40.0
2026-05,5,OFC,0.0,0.0
2026-05,5,UEFA,0.2,20.0
2026-06,5,AFC,0.0,0.0
2026-06,5,CAF,0.0,0.0
2026-06,5,CONCACAF,0.0,0.0
2026-06,5,CONMEBOL,0.4,40.0
2026-06,5,OFC,0.0,0.0
2026-06,5,UEFA,0.6,60.0
2026-07,5,AFC,0.0,0.0
2026-07,5,CAF,0.0,0.0
2026-07,5,CONCACAF,0.2,20.0
2026-07,5,CONMEBOL,0.2,20.0
2026-07,5,OFC,0.0,0.0
2026-07,5,UEFA,0.6,60.0
1992-01,10,AFC,0.0,0.0
1992-01,10,CAF,0.5,50.0
1992-01,10,CONCACAF,0.0,0.0
1992-01,10,CONMEBOL,0.0,0.0
1992-01,10,OFC,0.0,0.0
1992-01,10,UEFA,0.5,50.0
1992-02,10,AFC,0.0,0.0
1992-02,10,CAF,0.1,10.0
1992-02,10,CONCACAF,0.0,0.0
1992-02,10,CONMEBOL,0.1,10.0
1992-02,10,OFC,0.0,0.0
1992-02,10,UEFA,0.8,80.0
1992-03,10,AFC,0.0,0.0
1992-03,10,CAF,0.0,0.0
1992-03,10,CONCACAF,0.1,10.0
1992-03,10,CONMEBOL,0.0,0.0
1992-03,10,OFC,0.0,0.0
1992-03,10,UEFA,0.9,90.0
1992-04,10,AFC,0.0,0.0
1992-04,10,CAF,0.0,0.0
1992-04,10,CONCACAF,0.0,0.0
1992-04,10,CONMEBOL,0.2,20.0
1992-04,10,OFC,0.0,0.0
1992-04,10,UEFA,0.8,80.0
1992-05,10,AFC,0.0,0.0
1992-05,10,CAF,0.0,0.0
1992-05,10,CONCACAF,0.0,0.0
1992-05,10,CONMEBOL,0.2,20.0
1992-05,10,OFC,0.0,0.0
1992-05,10,UEFA,0.8,80.0
1992-06,10,AFC,0.0,0.0
1992-06,10,CAF,0.0,0.0
1992-06,10,CONCACAF,0.0,0.0
1992-06,10,CONMEBOL,0.1,10.0
1992-06,10,OFC,0.0,0.0
1992-06,10,UEFA,0.9,90.0
1992-07,10,AFC,0.0,0.0
1992-07,10,CAF,0.2,20.0
1992-07,10,CONCACAF,0.3,30.0
1992-07,10,CONMEBOL,0.2,20.0
1992-07,10,OFC,0.2,20.0
1992-07,10,UEFA,0.1,10.0
1992-08,10,AFC,0.0,0.0
1992-08,10,CAF,0.1,10.0
1992-08,10,CONCACAF,0.1,10.0
1992-08,10,CONMEBOL,0.2,20.0
1992-08,10,OFC,0.0,0.0
1992-08,10,UEFA,0.6,60.0
1992-09,10,AFC,0.0,0.0
1992-09,10,CAF,0.0,0.0
1992-09,10,CONCACAF,0.0,0.0
1992-09,10,CONMEBOL,0.3,30.0
1992-09,10,OFC,0.0,0.0
1992-09,10,UEFA,0.7,70.0
1992-10,10,AFC,0.0,0.0
1992-10,10,CAF,0.0,0.0
1992-10,10,CONCACAF,0.0,0.0
1992-10,10,CONMEBOL,0.1,10.0
1992-10,10,OFC,0.0,0.0
1992-10,10,UEFA,0.9,90.0
1992-11,10,AFC,0.0,0.0
1992-11,10,CAF,0.0,0.0
1992-11,10,CONCACAF,0.0,0.0
1992-11,10,CONMEBOL,0.2,20.0
1992-11,10,OFC,0.0,0.0
1992-11,10,UEFA,0.8,80.0
1992-12,10,AFC,0.0,0.0
1992-12,10,CAF,0.1,10.0
1992-12,10,CONCACAF,0.1,10.0
1992-12,10,CONMEBOL,0.2,20.0
1992-12,10,OFC,0.0,0.0
1992-12,10,UEFA,0.6,60.0
1993-01,10,AFC,0.0,0.0
1993-01,10,CAF,0.2,20.0
1993-01,10,CONCACAF,0.1,10.0
1993-01,10,CONMEBOL,0.0,0.0
1993-01,10,OFC,0.0,0.0
1993-01,10,UEFA,0.7,70.0
1993-02,10,AFC,0.0,0.0
1993-02,10,CAF,0.0,0.0
1993-02,10,CONCACAF,0.0,0.0
1993-02,10,CONMEBOL,0.2,20.0
1993-02,10,OFC,0.0,0.0
1993-02,10,UEFA,0.8,80.0
1993-03,10,AFC,0.0,0.0
1993-03,10,CAF,0.0,0.0
1993-03,10,CONCACAF,0.0,0.0
1993-03,10,CONMEBOL,0.1,10.0
1993-03,10,OFC,0.0,0.0
1993-03,10,UEFA,0.9,90.0
1993-04,10,AFC,0.0,0.0
1993-04,10,CAF,0.0,0.0
1993-04,10,CONCACAF,0.0,0.0
1993-04,10,CONMEBOL,0.0,0.0
1993-04,10,OFC,0.0,0.0
1993-04,10,UEFA,1.0,100.0
1993-05,10,AFC,0.0,0.0
1993-05,10,CAF,0.0,0.0
1993-05,10,CONCACAF,0.1,10.0
1993-05,10,CONMEBOL,0.0,0.0
1993-05,10,OFC,0.1,10.0
1993-05,10,UEFA,0.8,80.0
1993-06,10,AFC,0.0,0.0
1993-06,10,CAF,0.0,0.0
1993-06,10,CONCACAF,0.1,10.0
1993-06,10,CONMEBOL,0.2,20.0
1993-06,10,OFC,0.0,0.0
1993-06,10,UEFA,0.7,70.0
1993-07,10,AFC,0.0,0.0
1993-07,10,CAF,0.2,20.0
1993-07,10,CONCACAF,0.2,20.0
1993-07,10,CONMEBOL,0.3,30.0
1993-07,10,OFC,0.1,10.0
1993-07,10,UEFA,0.2,20.0
1993-08,10,AFC,0.0,0.0
1993-08,10,CAF,0.0,0.0
1993-08,10,CONCACAF,0.2,20.0
1993-08,10,CONMEBOL,0.2,20.0
1993-08,10,OFC,0.1,10.0
1993-08,10,UEFA,0.5,50.0
1993-09,10,AFC,0.0,0.0
1993-09,10,CAF,0.0,0.0
1993-09,10,CONCACAF,0.2,20.0
1993-09,10,CONMEBOL,0.2,20.0
1993-09,10,OFC,0.0,0.0
1993-09,10,UEFA,0.6,60.0
1993-10,10,AFC,0.0,0.0
1993-10,10,CAF,0.0,0.0
1993-10,10,CONCACAF,0.1,10.0
1993-10,10,CONMEBOL,0.1,10.0
1993-10,10,OFC,0.0,0.0
