confederation,month,log_mean,log_p5,log_p95,elo_mean,elo_p5,elo_p95
CONMEBOL,2014-01,7.481776380129917,7.379420786222486,7.591864969586902,1779.1447057279,1602.6612158579753,1982.0064563133762
CONMEBOL,2014-02,7.482139169362985,7.3799185494423165,7.592317752737081,1779.7906596828198,1603.4591607057325,1982.9040747675208
CONMEBOL,2014-03,7.4824933560153655,7.3803903228676955,7.592765773709638,1780.4215440520913,1604.2158084680455,1983.7926548196024
CONMEBOL,2014-04,7.482838972208347,7.380736879291852,7.593081330589491,1781.037399884666,1604.7718554812545,1984.4187539382822
CONMEBOL,2014-05,7.4831760500632205,7.381203101521753,7.593365371827717,1781.6382686525271,1605.5202115817558,1984.982494426766
CONMEBOL,2014-06,7.483504621701279,7.381668397466853,7.59371361560243,1782.224192243356,1606.2674286221227,1985.673875963698
CONMEBOL,2014-07,7.4838247192438105,7.382128712319479,7.594121630851915,1782.7952129534128,1607.0069890388193,1986.4842277081345
CONMEBOL,2014-08,7.484136374812108,7.38248069925903,7.594522282252031,1783.3513734806536,1607.5727316951052,1987.2802762585877
CONMEBOL,2014-09,7.4844396205274615,7.3827366844282825,7.59491547400168,1783.8927169180479,1607.984297458744,1988.0618137177203
CONMEBOL,2014-10,7.4847344885111635,7.383175873873731,7.595301110299761,1784.41928674712,1608.6906642305735,1988.828632204638
CONMEBOL,2014-11,7.485021010884502,7.383614333858527,7.595679095345175,1784.9311268317238,1609.3961677052262,1989.5805238694538
CONMEBOL,2014-12,7.4852992197687716,7.384047505298478,7.5960493333368255,1785.4282814120315,1610.0934657210173,1990.317280908061
CONMEBOL,2015-01,7.48556914728526,7.384474100055864,7.596411728473608,1785.9107950987411,1610.7804728991061,1991.0386955770864
CONMEBOL,2015-02,7.4858308255552615,7.384893996714124,7.596755403847601,1786.3787128675258,1611.4569801885084,1991.723074726328
CONMEBOL,2015-03,7.4860842867000645,7.385307073856695,7.59708817372273,1786.8320800536965,1612.1227784090195,1992.3859621995814
CONMEBOL,2015-04,7.486329562840962,7.3857132100670135,7.597412627818654,1787.2709423470912,1612.7776582643278,1993.0325014242042
CONMEBOL,2015-05,7.48656668609924,7.386112283928515,7.597556228012755,1787.6953457872048,1613.4214103554082,1993.3187217539153
CONMEBOL,2015-06,7.486795688596196,7.3865041740246395,7.597645353607566,1788.1053367585384,1614.0538251941953,1993.4963853906802
CONMEBOL,2015-07,7.487016602453118,7.386888758938821,7.597908472812896,1788.5009619861748,1614.6746932175242,1994.0209816604863
CONMEBOL,2015-08,7.487229459791296,7.387112191872566,7.5981917324076935,1788.8822685315997,1615.0355000339298,1994.585887480638
CONMEBOL,2015-09,7.487434292732023,7.387182551284298,7.598466953803063,1789.2493037887418,1615.1491218998601,1995.1349161203455
CONMEBOL,2015-10,7.487631133396589,7.387245930184634,7.598730347359067,1789.6021154802436,1615.2514800140905,1995.6604906528144
CONMEBOL,2015-11,7.487820013906284,7.387302484542745,7.59895123441346,1789.940751653981,1615.342824113882,1996.101354600201
CONMEBOL,2015-12,7.488000966382401,7.3873523703277995,7.599085126156963,1790.2652606797967,1615.4234042136977,1996.368635060562
CONMEBOL,2016-01,7.488174022946229,7.38742149340254,7.599210700553861,1790.5756912464785,1615.535069908975,1996.6193460527581
CONMEBOL,2016-02,7.48833921571906,7.387643516698484,7.599332793048217,1790.872092358972,1615.8937982241885,1996.8631368289164
CONMEBOL,2016-03,7.488496576822185,7.387857445399698,7.599690908423528,1791.1545133358231,1616.2395265103924,1997.5783679774406
CONMEBOL,2016-04,7.488646138376896,7.388063309867243,7.600035462561877,1791.423003806857,1616.5722953647107,1998.2667575970333
CONMEBOL,2016-05,7.488787932504481,7.388258875395725,7.600139529353136,1791.6776137110974,1616.8884759925124,1998.4747238491086
CONMEBOL,2016-06,7.488921991326234,7.3883251112823745,7.6001920606162985,1791.9183932949143,1616.9955701599647,1998.5797133178553
CONMEBOL,2016-07,7.489048346963444,7.388386585855532,7.600234118357572,1792.1453931104093,1617.094973033943,1998.6637736379062
CONMEBOL,2016-08,7.489167031537403,7.388443425358594,7.600269247541644,1792.3586640140427,1617.186887211801,1998.733988996588
CONMEBOL,2016-09,7.489278077169401,7.388498512287441,7.600298210026817,1792.5582571654882,1617.2759717978536,1998.7918811919028
CONMEBOL,2016-10,7.489381515980729,7.388541509868774,7.6003211354576035,1792.7442240267267,1617.3455099608902,1998.8377082973282
CONMEBOL,2016-11,7.489477380092682,7.388594364527463,7.600338153478516,1792.9166163613806,1617.4309959797733,1998.8717286320953
CONMEBOL,2016-12,7.489565701626543,7.3886292029432115,7.600351269037179,1793.0754862342774,1617.4873458084344,1998.8979491417947
CONMEBOL,2017-01,7.48964651270361,7.388662515341355,7.600503437413647,1793.220886011252,1617.5412290347172,1999.2021351732992
CONMEBOL,2017-02,7.489719845445171,7.388694195535172,7.600648848630607,1793.3528683591862,1617.5924737603493,1999.492857466121
CONMEBOL,2017-03,7.489785731972517,7.388755125224696,7.600787519747947,1793.4714862462818,1617.6910362213032,1999.7701442115147
CONMEBOL,2017-04,7.489844204406941,7.388811164106823,7.6009194678255545,1793.576792942568,1617.7816923105984,2000.034023887335
CONMEBOL,2017-05,7.489895294869729,7.388893043171834,7.601043546489388,1793.668842020649,1617.9141602456543,2000.282197422465
CONMEBOL,2017-06,7.489939035482179,7.388884190062343,7.601160754909172,1793.7476873566793,1617.8998367023653,2000.5166587663402
CONMEBOL,2017-07,7.489975458365577,7.388900049682016,7.601271179963647,1793.8133831315777,1617.9254964662734,2000.737576964152
CONMEBOL,2017-08,7.4900045956412145,7.388906166939527,7.601326524906147,1793.865983832476,1617.9353938908948,2000.8483107219045
CONMEBOL,2017-09,7.490026479430384,7.388902285823884,7.601321144664193,1793.9055442543993,1617.9291143193345,2000.837545951566
CONMEBOL,2017-10,7.490041141854374,7.388927554218708,7.601306247287233,1793.9321195021769,1617.969997121091,2000.807738765671
CONMEBOL,2017-11,7.490048615034478,7.389016648663589,7.601284708205753,1793.9457649925912,1618.114156674603,2000.7646435311267
CONMEBOL,2017-12,7.490048931091987,7.389055662083716,7.601265937241152,1793.9465364567563,1618.1772865165974,2000.7270876509242
CONMEBOL,2018-01,7.490042122148191,7.388929777439052,7.601230606974806,1793.9344899427258,1617.9735942610398,2000.6564035634024
CONMEBOL,2018-02,7.490028220324381,7.388884605826685,7.601195655649784,1793.909681818333,1617.9005094946094,2000.586480696624
CONMEBOL,2018-03,7.490007257741848,7.388881114744174,7.601154298052933,1793.8721687742625,1617.894861279891,2000.5037450281952
CONMEBOL,2018-04,7.489979266521882,7.388871531835373,7.60110658414887,1793.8220078273482,1617.8793570624757,2000.4082980077098
CONMEBOL,2018-05,7.489944278785776,7.388957403886118,7.601052563902215,1793.7592563241021,1618.018294131577,2000.3002413091863
CONMEBOL,2018-06,7.489902326654819,7.389047666341164,7.600992287277582,1793.6839719444702,1618.1643487447197,2000.1796768252095
CONMEBOL,2018-07,7.489853442250303,7.389137439577928,7.600925804239593,1793.5962127058137,1618.309625958744,2000.0467066611643
CONMEBOL,2018-08,7.4897976576935195,7.389139815232313,7.600853164752863,1793.49603696712,1618.313469710703,1999.9014331294914
CONMEBOL,2018-09,7.489735005105758,7.389037791188738,7.60077441878201,1793.3835034334331,1618.1483681958482,1999.7439587440492
CONMEBOL,2018-10,7.489665516608311,7.388932547061121,7.600689616291653,1793.2586711605159,1617.9780753691214,1999.5743862145107
CONMEBOL,2018-11,7.489589224322468,7.388936265758058,7.60059880724641,1793.1215995597267,1617.984092723752,1999.3928184408371
CONMEBOL,2018-12,7.489506160369522,7.388957066346809,7.600502041610897,1792.9723484031258,1618.0177495616324,1999.1993585078117
CONMEBOL,2019-01,7.489416356870761,7.388974953217958,7.600399369349732,1792.8109778287997,1618.0466917086926,1998.9941096796495
CONMEBOL,2019-02,7.489319845947478,7.3889865216643065,7.600290840427534,1792.6375483464049,1618.0654106506893,1998.777175394657
CONMEBOL,2019-03,7.489216659720963,7.388961084594622,7.600169869841821,1792.4521208429303,1618.0242520450342,1998.5353880048485
CONMEBOL,2019-04,7.489106830312509,7.388707652754706,7.6000425746033935,1792.2547565886837,1617.6142422238627,1998.2809913784524
CONMEBOL,2019-05,7.488990389843405,7.3887325811456055,7.599909855041611,1792.0455172434845,1617.6545673767152,1998.0157906868012
CONMEBOL,2019-06,7.488867370434942,7.388753137796413,7.599771771381166,1791.8244648630814,1617.687821490184,1997.7399105569807
CONMEBOL,2019-07,7.488737804208413,7.388722185282877,7.599628383846745,1791.5916619057805,1617.637750625407,1997.4534757191907
CONMEBOL,2019-08,7.4886017232851065,7.388630020797532,7.599543927594031,1791.3471712392852,1617.488669536928,1997.2847815315256
CONMEBOL,2019-09,7.488459159786313,7.388607268933219,7.599388939608152,1791.09105614775,1617.4518746041747,1996.9752501740718
CONMEBOL,2019-10,7.488310204352744,7.388546247134504,7.599182679929965,1790.823485755721,1617.3531866214623,1996.5633996902131
CONMEBOL,2019-11,7.4881551817027825,7.388330528526548,7.599029756067954,1790.5450510579885,1617.0043344695885,1996.2581033920192
CONMEBOL,2019-12,7.487994475074225,7.3881082265582725,7.598872451559189,1790.2564482431574,1616.6449150162982,1995.9441110048829
CONMEBOL,2020-01,7.487828467704878,7.387879874732796,7.598711156418235,1789.9583731548682,1616.2757976488108,1995.6222049706064
CONMEBOL,2020-02,7.487657542832536,7.387649992569894,7.598565128622038,1789.6515212271124,1615.9042868434924,1995.3308060786856
CONMEBOL,2020-03,7.487482083695004,7.387426353057427,7.5985963050784395,1789.3365874241888,1615.5429345367618,1995.3930053443087
CONMEBOL,2020-04,7.487302473530081,7.387198443374059,7.598250655728127,1789.014266185293,1615.1747699918726,1994.7034264925232
CONMEBOL,2020-05,7.4871190955755695,7.386963734440756,7.598014612889381,1788.685251373731,1614.795714054908,1994.232650221702
CONMEBOL,2020-06,7.486932333069266,7.386725986636751,7.597831166325151,1788.3502362307652,1614.4118449587895,1993.8668456109142
CONMEBOL,2020-07,7.486742569248976,7.386476149989907,7.597646109941594,1788.0099133340777,1614.0085561004398,1993.4978994275991
CONMEBOL,2020-08,7.486550187352496,7.3862240265167936,7.597456070288702,1787.664974560842,1613.6016779565332,1993.1190878466216
CONMEBOL,2020-09,7.48635557061763,7.386106321446899,7.597263785922326,1787.3161110554072,1613.4117601837345,1992.735876818603
CONMEBOL,2020-10,7.486159102282178,7.385976248232695,7.597006225728742,1786.96401320158,1613.2019120198051,1992.222693573154
CONMEBOL,2020-11,7.485961165583938,7.385656555155401,7.596840083897814,1786.6093705994897,1612.6862651432605,1991.891729301019
CONMEBOL,2020-12,7.485762143760713,7.38553230445338,7.596547892356538,1786.2528720470398,1612.4859003289027,1991.3098012343569
CONMEBOL,2021-01,7.485562420050305,7.385516383312195,7.596340399497254,1785.8952055259324,1612.4602292886582,1990.8966621999705
CONMEBOL,2021-02,7.485362377690511,7.38536140206941,7.5962241006052045,1785.5370581922457,1612.2103471117498,1990.6651353018442
CONMEBOL,2021-03,7.485162399919134,7.385061310108694,7.596060347372068,1785.1791163715702,1611.7266076567207,1990.3391840497745
CONMEBOL,2021-04,7.484962869973975,7.384813178946679,7.59583148282145,1784.8220655586879,1611.3267381755832,1989.8837179960217
CONMEBOL,2021-05,7.484764171092834,7.384761280850488,7.595598067925652,1784.4665904217707,1611.2431182253708,1989.4193036585657
CONMEBOL,2021-06,7.484566686513511,7.384663898508927,7.595339122287431,1784.1133748111156,1611.0862284833336,1988.9042190279629
CONMEBOL,2021-07,7.484370799473808,7.384389516176017,7.59508267386508,1783.763101772382,1610.6442375247598,1988.3942334132196
CONMEBOL,2021-08,7.484176893211525,7.384133139472668,7.594829373880173,1783.4164535643279,1610.2313482410552,1987.8906375603794
CONMEBOL,2021-09,7.483985350964462,7.3838226981077275,7.59459085111222,1783.0741116810455,1609.731539191207,1987.4165366819136
CONMEBOL,2021-10,7.483796555970419,7.383599582536223,7.594334134081519,1782.7367568786776,1609.3724266529416,1986.9064005308398
CONMEBOL,2021-11,7.483610891467199,7.383339429571956,7.594094876765854,1782.4050692066023,1608.9537967591018,1986.4310774462913
CONMEBOL,2021-12,7.483428740692602,7.383090047309494,7.593860682746463,1782.0797280430916,1608.5525998922692,1985.9659236738391
CONMEBOL,2022-01,7.483250486884428,7.382993371824554,7.593632893272388,1781.7614121354263,1608.3971007842829,1985.5135955563153
CONMEBOL,2022-02,7.483076513280478,7.382937676310962,7.593412159565202,1781.4507996444618,1608.3075265173218,1985.0753771385866
CONMEBOL,2022-03,7.482907203118551,7.382884818255588,7.593199132846478,1781.1485681936406,1608.2225161199606,1984.6525516045185
CONMEBOL,2022-04,7.482742939636451,7.382601284240569,7.593074521717797,1780.855394922453,1607.7665909691666,1984.4052564697793
CONMEBOL,2022-05,7.482584106071977,7.38250299057256,7.592959428089214,1780.5719565443258,1607.608566707885,1984.1768688329084
CONMEBOL,2022-06,7.482431085662929,7.382298958352651,7.592856062695171,1780.2989294089525,1607.2805973857999,1983.9717789579972
CONMEBOL,2022-07,7.482284261647108,7.382179822183814,7.592767939694836,1780.0369895690615,1607.0891243811436,1983.7969516775913
CONMEBOL,2022-08,7.482144017262315,7.382312527130939,7.592703683247625,1779.7868128516084,1607.3024207179765,1983.6694842138882
CONMEBOL,2022-09,7.482010735746351,7.382354148383502,7.592651670007545,1779.5490749334097,1607.3693300397986,1983.566309854916
CONMEBOL,2022-10,7.481884800337015,7.382320697822956,7.59232399080449,1779.3244514212163,1607.3155699342108,1982.9164469639313
CONMEBOL,2022-11,7.48176659427211,7.382287422812115,7.591954453630199,1779.1136179362213,1607.2620944457724,1982.1838377189931
CONMEBOL,2022-12,7.481656500789435,7.382254332286703,7.591718569118558,1778.9172502030217,1607.208917896652,1981.71634441964
CONMEBOL,2023-01,7.481554903126792,7.3822214351824424,7.591619187103568,1778.7360241430365,1607.1560546052067,1981.51941584029
CONMEBOL,2023-02,7.4814621845219795,7.38218874043506,7.591528790527061,1778.5706159723802,1607.1035188860237,1981.340299287828
CONMEBOL,2023-03,7.4813787282128015,7.382156256980277,7.591458285997793,1778.4217023042245,1607.0513250499707,1981.2006081895793
CONMEBOL,2023-04,7.481304917437054,7.38199075091331,7.591457016569517,1778.289960255641,1606.7853556781233,1981.1980858772517
CONMEBOL,2023-05,7.481241135432543,7.381743396834763,7.591468124662701,1778.176067558949,1606.3879340809672,1981.2200869389558
CONMEBOL,2023-06,7.481187765437063,7.381488669033145,7.5914921155570925,1778.0807026775885,1605.97877445463,1981.2676132151669
CONMEBOL,2023-07,7.481145190688421,7.381231158687309,7.591521666214362,1778.004544926534,1605.5652595799497,1981.3261488845399
CONMEBOL,2023-08,7.481113794424415,7.381091214932793,7.591559858391164,1777.9482745972696,1605.3405846986657,1981.4018117051207
CONMEBOL,2023-09,7.481093959882845,7.381029227903126,7.591459837733938,1777.9125730873554,1605.2410819365673,1981.2036408720448
CONMEBOL,2023-10,7.481086070301512,7.380730899735624,7.591701118291208,1777.898123034609,1604.7622612717566,1981.6817231000668
CONMEBOL,2023-11,7.481090508918216,7.380650428826222,7.591806753410618,1777.9056084559315,1604.6331290832502,1981.8910694455203
CONMEBOL,2023-12,7.4811076589707595,7.380630587239056,7.591772195829833,1777.9357148908125,1604.6012908886053,1981.8225822899415
CONMEBOL,2024-01,7.481137903696941,7.380768846902693,7.591704314159842,1777.9891295495465,1604.823161969744,1981.688062537671
CONMEBOL,2024-02,7.481181626334564,7.380926024277305,7.591826780617543,1778.0665414662067,1605.075424594243,1981.9307686576497
CONMEBOL,2024-03,7.4812392101214265,7.381094036701293,7.591971343925612,1778.1686416564035,1605.3451205255703,1982.2172966601013
CONMEBOL,2024-04,7.481311038295329,7.381269293869488,7.5917392016208,1778.2961232798868,1605.6264936486555,1981.7572027736583
CONMEBOL,2024-05,7.481397494094075,7.381247487454229,7.5915757818890155,1778.4496818080333,1605.591475651926,1981.4333948650344
CONMEBOL,2024-06,7.481498960755464,7.381306960194648,7.591838375898408,1778.6300151962703,1605.686966067563,1981.953773727952
CONMEBOL,2024-07,7.481615821517295,7.381552691612064,7.592112872142256,1778.8378240614863,1606.0815823269622,1982.4978734119036
CONMEBOL,2024-08,7.481748459617369,7.381757539993012,7.592404815451821,1779.0738118645015,1606.4106192586162,1983.07672238941
CONMEBOL,2024-09,7.481897258293489,7.381760272693147,7.592718599887072,1779.3386850976412,1606.4150090825601,1983.699073948098
CONMEBOL,2024-10,7.482062600783452,7.382156205053255,7.592700906011644,1779.6331534774897,1607.0511733087926,1983.663975432715
CONMEBOL,2024-11,7.482244870325062,7.382325520056643,7.592876081946517,1779.9579301428957,1607.323289659401,1984.0114955322836
CONMEBOL,2024-12,7.48244445015612,7.3827130669934755,7.5929912318490045,1780.3137318582963,1607.9463254350262,1984.2399691899836
CONMEBOL,2025-01,7.482661723514422,7.382755386173984,7.593213617054816,1780.701279222438,1608.0143700893752,1984.6812821050416
CONMEBOL,2025-02,7.4828970736377745,7.382971850136246,7.593765892677087,1781.1212968825885,1608.3624847504548,1985.7776761895466
CONMEBOL,2025-03,7.483150883763974,7.382984303128375,7.594433121122989,1781.5745137543147,1608.3825139419368,1987.103085757062
CONMEBOL,2025-04,7.4834235371308235,7.383090886748921,7.594756386247417,1782.061663246914,1608.553950194539,1987.7455630233726
CONMEBOL,2025-05,7.48371541697612,7.383168670420951,7.595342028369017,1782.5834834946213,1608.6790743703853,1988.9100239973745
CONMEBOL,2025-06,7.484026906537671,7.383792916209192,7.595982041735311,1783.1407175936622,1609.6836152326632,1990.1833565198854
CONMEBOL,2025-07,7.484358389053271,7.383955506855637,7.596627303714955,1783.734113845273,1609.9453475045766,1991.467939598627
CONMEBOL,2025-08,7.484710247760722,7.384123038932225,7.596811387410518,1784.3644260048102,1610.2150814759916,1991.8345716719668
CONMEBOL,2025-09,7.4850828658978275,7.384620198786068,7.597133642697837,1785.032413537047,1611.0158201123113,1992.4765531562616
CONMEBOL,2025-10,7.4854766267023845,7.384793140948822,7.5972888031431065,1785.7388418777825,1611.2944504810973,1992.7857372227438
CONMEBOL,2025-11,7.485891913412195,7.385405948447523,7.597940632374125,1786.484482701921,1612.2821675115215,1994.0851184368837
CONMEBOL,2025-12,7.4863291092650615,7.3863176915401425,7.598259332250553,1787.2701141981127,1613.752825842853,1994.7208183364148
CONMEBOL,2026-01,7.48678859749878,7.386571036709887,7.598800024315379,1788.0965213501188,1614.1617114076782,1995.799589771008
CONMEBOL,2026-02,7.487270761351157,7.3866271791393565,7.599363780167726,1788.9644962250684,1614.2523459848394,1996.9250092047373
CONMEBOL,2026-03,7.487775984059989,7.386755972717057,7.599838718352476,1789.8748382687206,1614.4602709381588,1997.8736499639504
CONMEBOL,2026-04,7.488304648863078,7.386924694949102,7.6006739771567675,1790.8283546079108,1614.7326771193927,1999.5430919300186
CONMEBOL,2026-05,7.488857138998226,7.38718512167018,7.601059421996424,1791.8258603603738,1615.1532482602672,2000.3139543553402
CONMEBOL,2026-06,7.489433837703233,7.387280037888347,7.60145757402793,1792.8681789520733,1615.3065612820326,2001.1105373264998
CONMEBOL,2026-07,7.4900351282158955,7.387526045889387,7.601822225929958,1793.9561424422445,1615.7039869539735,2001.8404054694297
CONMEBOL,2026-08,7.490661393774021,7.388138793722536,7.6026153667242875,1795.0905918563594,1616.6943173455552,2003.4287522312236
CAF,1992-01,7.29147774172623,7.260229227714011,7.321391429788509,1468.0534121894789,1422.5825952113914,1512.3067751768415
CAF,1992-02,7.290669321463161,7.259551943166761,7.320586982520842,1466.8651698880806,1421.619428229658,1511.0906934529671
CAF,1992-03,7.2898834408949496,7.258948592264373,7.319511205250935,1465.7111321177467,1420.761951682018,1509.4659704872522
CAF,1992-04,7.289119833904782,7.258424152635845,7.318470412931327,1464.5908140502968,1420.017042999884,1507.895747755901
CAF,1992-05,7.288378234375843,7.25788484044849,7.317454493182289,1463.5037352725908,1419.2514174789524,1506.3646243422113
CAF,1992-06,7.287658376191311,7.25727142659594,7.316467666891814,1462.449419655392,1418.3810954902835,1504.878837084376
CAF,1992-07,7.286959993234376,7.25654214356175,7.315820211519447,1461.4273952248216,1417.3470712956698,1503.9048124457531
CAF,1992-08,7.28628281938822,7.255893375838593,7.315435703209194,1460.4371940363237,1416.4278404823378,1503.3266585642793
CAF,1992-09,7.285626588536024,7.2552068191913115,7.3149348784001145,1459.478352051149,1415.455716395051,1502.5739441952192
CAF,1992-10,7.284991034560976,7.2545704175006716,7.314418280049767,1458.550409015269,1414.5552044385995,1501.7979170665185
CAF,1992-11,7.284375891346257,7.254076644000704,7.314068651250163,1457.6529083406683,1413.8569071405852,1501.2729360567328
CAF,1992-12,7.283780892775051,7.253644122464548,7.313369673347757,1456.7853969889995,1413.2455156694293,1500.2239461736465
CAF,1993-01,7.283205772730543,7.25323458260438,7.312448549094415,1455.9474253575445,1412.666855043477,1498.8426909889747
CAF,1993-02,7.282650265095917,7.252579658925434,7.311820011824517,1455.1385471674128,1411.7419681877393,1497.900908545441
CAF,1993-03,7.282114103754356,7.251933297086798,7.311288674895314,1454.3583193539798,1410.8297664812526,1497.105231670282
CAF,1993-04,7.281597022589043,7.251347803787068,7.310881448963983,1453.6063019595063,1410.0039768115505,1496.4956946212262
CAF,1993-05,7.281098755483164,7.25089061289096,7.310507262663683,1452.882058027877,1409.3594838511417,1495.9358291673964
CAF,1993-06,7.280619036319901,7.250450928874844,7.310147601761294,1452.1851535014675,1408.739947404262,1495.3978963973325
CAF,1993-07,7.280157598982439,7.249963096722948,7.309683016136533,1451.5151571200736,1408.0528858633027,1494.7033173108903
CAF,1993-08,7.27971417735396,7.2494458653108,7.309214587109703,1450.8716403218643,1407.3247846352444,1494.0033198768806
CAF,1993-09,7.279288505317649,7.249022909067243,7.308726678081809,1450.2541771463507,1406.729673670876,1493.2745627245072
CAF,1993-10,7.278880316756691,7.248552425416699,7.308236729162348,1449.6623441393263,1406.0679862967609,1492.543110098842
CAF,1993-11,7.27848934555427,7.248136178080565,7.307772999790927,1449.0957202597313,1405.4828359777812,1491.8511342248732
CAF,1993-12,7.278115325593566,7.2476378626644875,7.307403562947068,1448.5538867884422,1404.7826365703945,1491.3000912725804
CAF,1994-01,7.277757990757766,7.247345654476266,7.307059966053531,1448.0364272389456,1404.3722075187702,1490.7877732263628
CAF,1994-02,7.277417074930054,7.246979050226105,7.306614750737471,1447.5429272698514,1403.8574530185801,1490.1241999475571
CAF,1994-03,7.277092311993612,7.246664701790866,7.306297028649696,1447.07297459925,1403.4162222631462,1489.650829392994
CAF,1994-04,7.276783435831626,7.246368437669722,7.305959632485172,1446.6261589208766,1403.0005017740573,1489.1483116529348
CAF,1994-05,7.276490180327278,7.246158800677965,7.305699326778935,1446.202071822037,1402.7064117609323,1488.760728577099
CAF,1994-06,7.276212279363752,7.2459425995677496,7.305472115690739,1445.800306703311,1402.4031778267574,1488.4225036149078
CAF,1994-07,7.275949466824234,7.245657488443346,7.305261060342771,1445.4204586999872,1402.0033940346473,1488.108397484191
CAF,1994-08,7.275701476591906,7.2454886120938715,7.305050300594326,1445.0621246052021,1401.7666488143066,1487.7947969848608
CAF,1994-09,7.27546804254995,7.2453289464932915,7.304803526631001,1444.7249027947878,1401.5428527815013,1487.427693281035
CAF,1994-10,7.2752488985815535,7.245126530767893,7.30454029985747,1444.408393153791,1401.2591872185262,1487.0362144219796
CAF,1994-11,7.275043778569898,7.24491052310981,7.304344714376779,1444.1121970046424,1400.956537257306,1486.7454001945493
CAF,1994-12,7.274852416398168,7.2447124001055325,7.304177770848884,1443.8359170369781,1400.6790030196553,1486.4972182059632
CAF,1995-01,7.274674545949548,7.244504707394767,7.304028099695242,1443.57915723908,1400.3881223376045,1486.2747489070737
CAF,1995-02,7.27450990110722,7.244349445553145,7.303883123137534,1443.3415228309175,1400.1707123499934,1486.0592894481451
CAF,1995-03,7.274358215754369,7.244202650250921,7.30375554123428,1443.1226201987938,1399.9651889896377,1485.8697072313544
CAF,1995-04,7.27421922377418,7.244019915773363,7.303613872953508,1442.9220568315634,1399.7093904086792,1485.6592215326255
CAF,1995-05,7.274092659049835,7.243879200603041,7.3034949378161444,1442.7394412584174,1399.512443917964,1485.4825349741516
CAF,1995-06,7.2739782554645185,7.243775752101303,7.303373637341703,1442.574382988221,1399.3676739484702,1485.3023561707291
CAF,1995-07,7.273875746901413,7.243698628364067,7.303263044137029,1442.426492450394,1399.2597536421483,1485.1381009120523
CAF,1995-08,7.273784867243704,7.243643234018504,7.3031629522806085,1442.295380937317,1399.1822448821094,1484.9894581287642
CAF,1995-09,7.273705350374575,7.243556882693531,7.303073155850922,1442.1806605482595,1399.061428694576,1484.8561173728292
CAF,1995-10,7.2736369301772115,7.243564017906836,7.302993448926452,1442.0819441348171,1399.0714118279448,1484.7377687854605
CAF,1995-11,7.273579340534794,7.243498108628445,7.302923625585684,1441.998845247846,1398.9792029382784,1484.6341030657186
CAF,1995-12,7.273532315330509,7.243445002682423,7.302862317685533,1441.9309780858896,1398.90491066455,1484.5430860084468
CAF,1996-01,7.273495588447538,7.243404115859977,7.302702611039333,1441.8779574450898,1398.847714965573,1484.306013969268
CAF,1996-02,7.273468893769066,7.243392001598819,7.302607875865694,1441.8393986705696,1398.8307689237292,1484.1654051975506
CAF,1996-03,7.273451965178277,7.2434926559442046,7.302609666430583,1441.8149176092877,1398.971575049717,1484.168062249398
CAF,1996-04,7.273444536558355,7.243503956781346,7.3026219011666464,1441.8041305643521,1398.9873848773332,1484.1862202840662
CAF,1996-05,7.273446341792484,7.243508401214282,7.302648193457165,1441.8066542507909,1398.9936025979155,1484.225243378761
CAF,1996-06,7.273457114763845,7.243465042301097,7.302690478252902,1441.8221057527733,1398.9329444190619,1484.2880048599864
CAF,1996-07,7.273476589355627,7.243484407986452,7.302738473898035,1441.8501024822765,1398.9600358678715,1484.3592459535112
CAF,1996-08,7.273504499451009,7.2434883192883275,7.302794423974644,1441.8902621391915,1398.9655075538326,1484.442298266768
CAF,1996-09,7.273540578933178,7.243545489480617,7.302820544764955,1441.9422026728685,1399.0454889772927,1484.4810736710324
CAF,1996-10,7.2735845616853165,7.243607229943609,7.30284960902564,1442.005542245094,1399.1318695039586,1484.52421955064
CAF,1996-11,7.273636181590607,7.243680598017956,7.302777139059068,1442.0798991944994,1399.2345247289306,1484.4166400440101
CAF,1996-12,7.273695172532236,7.243800153381237,7.302749820047163,1442.1648920023954,1399.4018207491963,1484.376087920192
CAF,1997-01,7.273761268393387,7.243882480040318,7.30277107245302,1442.260139260031,1399.5170335421808,1484.407634980188
CAF,1997-02,7.273834203057242,7.24401836261461,7.302861319003198,1442.3652596372788,1399.7072166294013,1484.5416035126975
CAF,1997-03,7.273913710406985,7.244102385219943,7.302975721575555,1442.4798718527386,1399.8248285058896,1484.7114484915587
CAF,1997-04,7.2739995243258,7.24419140662273,7.303045558394488,1442.6035946452603,1399.9494483407325,1484.815139775831
CAF,1997-05,7.274091378696874,7.244282906153763,7.303193837502813,1442.736046746891,1400.0775489509283,1485.0353230939083
CAF,1997-06,7.274189007403386,7.24433016575057,7.3033462853046895,1442.8768468572325,1400.1437175839883,1485.2617306575105
CAF,1997-07,7.274292144328523,7.2444427785297645,7.3034517955623075,1443.025613619222,1400.3014005367193,1485.4184493763828
CAF,1997-08,7.274400523355468,7.244584733384957,7.303541305412112,1443.1819655963313,1400.500194251015,1485.5514148026946
CAF,1997-09,7.274513878367404,7.244742007939379,7.303669643435797,1443.3455212511792,1400.7204745938773,1485.7420797937943
CAF,1997-10,7.274631943247517,7.244902779848072,7.303839660313353,1443.515898925564,1400.9456892030407,1485.994702480079
CAF,1997-11,7.274754451878987,7.245051524797306,7.304013052985388,1443.692716821917,1401.1540883314296,1486.2523854045362
